"cg","con","Concept.1","Concept.2","LIN","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"msh","UMNSRS_similarity_mesh","D012798","D023341",0,0.410315,0.212801,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D012798->D012466->D009059->D009057->*C0000000*<-D023341<-D012816<-D013568"
"msh","UMNSRS_similarity_mesh","D006469","D006396",0.622237,0.606877,0.531314,0.788248,0.25,0.117512,0.727273,"D006470","D006470","D006470","D006470=D006469->*D006470*<-D006396<-D006471"
"msh","UMNSRS_similarity_mesh","D011507","D017706",0,0.347036,0.217418,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D011507->D014555->D014570->D052801->*C0000000*<-D017706<-D002316<-D020011<-D020313<-D020164"
"msh","UMNSRS_similarity_mesh","D012798","D007980",0,0.347036,0.219407,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D012798->D012466->D009059->D009057->*C0000000*<-D007980<-D004295<-D002395<-D000588<-D009930"
"msh","UMNSRS_similarity_mesh","D010167","D000418",0,0.410315,0.253556,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D010167->D012877->D012816->D013568->*C0000000*<-D000418<-D011506<-D000602"
"msh","UMNSRS_similarity_mesh","D013587","D006069",0.886204,0.688457,0.770731,0.946633,0.333333,0.350839,0.857143,"D015231","D015231","D015231","D015231=D013587->*D015231*<-D006069"
"msh","UMNSRS_similarity_mesh","D004827","D008140",0,0.347036,0.239971,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D004827->D001927->D002493->D009422->*C0000000*<-D008140<-D006993<-D045505<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D008199","D012135",0,0.448182,0.219738,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D008199->D008206->D006425->*C0000000*<-D012135<-D012143<-D002943"
"msh","UMNSRS_similarity_mesh","D006356","D015738",0,0.376914,0.212801,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D006356->D012817->D012816->D013568->*C0000000*<-D015738<-D013844<-D013457<-D009930"
"msh","UMNSRS_similarity_mesh","D001249","D052878",0,0.448182,0.221905,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D001249->D012130->D012140->*C0000000*<-D052878<-D014570<-D052801"
"msh","UMNSRS_similarity_mesh","D013923","D014859",0,0.347036,0.223983,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D013923->D016769->D014652->D002318->*C0000000*<-D014859<-D012378<-D010575<-D004786<-D020164"
"msh","UMNSRS_similarity_mesh","D000493","D003078",0.838243,0.688457,0.564133,0.806223,0.333333,0.136521,0.857143,"D006074","D006074","D006074","D006074=D000493->*D006074*<-D003078"
"msh","UMNSRS_similarity_mesh","D006432","D018771",0,0.376914,0.216109,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D006432->D008664->D008661->D030342->D009358->*C0000000*<-D018771<-D007592<-D009140"
"msh","UMNSRS_similarity_mesh","D000547","D053139",0.553699,0.688457,0.403771,0.588579,0.333333,0.065618,0.857143,"D000998","D000998","D000998","D000998=D000547->*D000998*<-D053139"
"msh","UMNSRS_similarity_mesh","D008581","D002443",0,0.347036,0.222836,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D008581->D002494->D001423->*C0000000*<-D002443<-D000900<-D000890<-D045506<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D009220","C065179",0,0.410315,0.220884,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D009220->D009135->D009140->*C0000000*<-C065179<-D006538<-D005227<-D008055"
"msh","UMNSRS_similarity_mesh","D011014","D003490",0,0.448182,0.22623,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D011014->D012141->D012140->*C0000000*<-D003490<-D012816<-D013568"
"msh","UMNSRS_similarity_mesh","D013923","D013575",0,0.347036,0.221604,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D013923->D016769->D014652->D002318->*C0000000*<-D013575<-D014474<-D003244<-D019954<-D001520"
"msh","UMNSRS_similarity_mesh","D013064","D005996",0,0.376914,0.224065,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D013064->D007806->D003147->D019954->D001520->*C0000000*<-D005996<-D009574<-D009930"
"msh","UMNSRS_similarity_mesh","D013921","D001168",0,0.410315,0.250049,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D013921->D001791->D006402->D006425->*C0000000*<-D001168<-D007592<-D009140"
"msh","UMNSRS_similarity_mesh","D013575","D001262",0,0.320008,0.216341,0,0.090909,0,0.166667,"C0000000","C0000000","C0000000","C0000000=D013575->D014474->D003244->D019954->D001520->*C0000000*<-D001262<-D011412<-D000605<-D000438<-D009930"
"msh","UMNSRS_similarity_mesh","D014202","D007980",0,0.347036,0.22199,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D014202->D020820->D009461->D009422->*C0000000*<-D007980<-D004295<-D002395<-D000588<-D009930"
"msh","UMNSRS_similarity_mesh","D004827","D000857",0.45895,0.448182,0.392255,0.518368,0.142857,0.062255,0.4,"D009422","D009422","D009422","D009422=D004827->D001927->D002493->*D009422*<-D000857<-D012678<-D009461"
"msh","UMNSRS_similarity_mesh","D011595","D013974",0,0.347036,0.227788,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D011595->D011596->D019954->D001520->*C0000000*<-D013974<-D024322<-D000598<-D000596<-D000602"
"msh","UMNSRS_similarity_mesh","D000858","D004614",0,0.320008,0.213283,0,0.090909,0,0.166667,"C0000000","C0000000","C0000000","C0000000=D000858->D010049->D006058->D004700->*C0000000*<-D004614<-D015431<-D001836<-D001835<-D012816<-D013568"
"msh","UMNSRS_similarity_mesh","D004890","D010672",0,0.347036,0.237419,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D004890->D012871->D017437->*C0000000*<-D010672<-D000927<-D002491<-D045506<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D003681","D002177",0,0.448182,0.221742,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D003681->D010335->D013568->*C0000000*<-D002177<-D009181<-D001423"
"msh","UMNSRS_similarity_mesh","D012135","D012001",0.432252,0.448182,0.380425,0.548371,0.142857,0.05898,0.5,"D012816","D012816","D012816","D012816=D012135->D012818->*D012816*<-D012001<-D006311<-D012678<-D009461"
"msh","UMNSRS_similarity_mesh","D003348","D000241",0.360013,0.491896,0.346484,0.364883,0.166667,0.050508,0.615385,"D045506","D045506","D045506","D045506=D003348->D000893->*D045506*<-D000241<-D000889<-D002317"
"msh","UMNSRS_similarity_mesh","D001168","D037061",0.634584,0.688457,0.515748,0.748044,0.333333,0.109446,0.75,"D007592","D007592","D007592","D007592=D001168->*D007592*<-D037061"
"msh","UMNSRS_similarity_mesh","D004890","D014202",0,0.410315,0.227203,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D004890->D012871->D017437->*C0000000*<-D014202<-D020820<-D009461<-D009422"
"msh","UMNSRS_similarity_mesh","D009765","D012913",0.532088,0.448182,0.385399,0.554349,0.142857,0.060336,0.5,"D012816","D012816","D012816","D012816=D009765->D050177->D001835->*D012816*<-D012913<-D012135<-D012818"
"msh","UMNSRS_similarity_mesh","D004417","D003490",0.48849,0.606877,0.388849,0.558491,0.25,0.061294,0.666667,"D012816","D012816","D012816","D012816=D004417->D012818->*D012816*<-D003490"
"msh","UMNSRS_similarity_mesh","D014511","D009325",0,0.376914,0.21752,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D014511->D007674->D014570->D052801->*C0000000*<-D009325<-D012817<-D012816<-D013568"
"msh","UMNSRS_similarity_mesh","D006453","D010146",0,0.448182,0.230602,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D006453->D030342->D009358->*C0000000*<-D010146<-D009461<-D009422"
"msh","UMNSRS_similarity_mesh","D003128","D006943",0,0.347036,0.216341,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D003128->D014474->D003244->D019954->D001520->*C0000000*<-D006943<-D044882<-D008659<-D009750"
"msh","UMNSRS_similarity_mesh","D004417","C079890",0,0.347036,0.213961,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D004417->D012120->D012140->*C0000000*<-C079890<-D012602<-D012601<-D014326<-D006572<-D006571"
"msh","UMNSRS_similarity_mesh","D050171","D010959",0,0.410315,0.233068,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D050171->D052439->D008659->D009750->*C0000000*<-D010959<-D001779<-D001685"
"msh","UMNSRS_similarity_mesh","D007970","D010406",0,0.376914,0.243775,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D007970->D007960->D006402->D006425->*C0000000*<-D010406<-D047090<-D013457<-D009930"
"msh","UMNSRS_similarity_mesh","D008581","D008580",0.394559,0.543598,0.359353,0.478505,0.2,0.053567,0.5,"D009422","D009422","D009422","D009422=D008581->D002493->*D009422*<-D008580<-D009461"
"msh","UMNSRS_similarity_mesh","D003248","D014700",0,0.347036,0.226928,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D003248->D012817->D012816->D013568->*C0000000*<-D014700<-D010627<-D005021<-D000588<-D009930"
"msh","UMNSRS_similarity_mesh","D006042","D014657",0,0.448182,0.240385,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D006042->D013959->D004700->*C0000000*<-D014657<-D014652<-D002318"
"msh","UMNSRS_similarity_mesh","D053158","D001505",0,0.376914,0.212801,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D053158->D059411->D020924->D012816->D013568->*C0000000*<-D001505<-D007221<-D013676"
"msh","UMNSRS_similarity_mesh","D006980","D010024",0,0.410315,0.226826,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D006980->D013959->D004700->*C0000000*<-D010024<-D001851<-D001847<-D009140"
"msh","UMNSRS_similarity_mesh","D050171","D006949",0.994026,0.803438,0.858714,0.971417,0.5,0.524414,0.909091,"D050171","D050171","D050171","D050171=D050171*<-D006949"
"msh","UMNSRS_similarity_mesh","C102790","D005473",0,0.376914,0.216009,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=C102790->D011743->D006573->D006571->*C0000000*<-D005473<-D011437<-D000588<-D009930"
"msh","UMNSRS_similarity_mesh","D006469","D011479",0,0.410315,0.225829,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D006469->D008171->D012140->*C0000000*<-D011479<-D009687<-D011506<-D000602"
"msh","UMNSRS_similarity_mesh","D059373","D004433",0,0.688457,0.70402,0.91919,0.333333,0.258671,0.875,"D010146","D010146","D010146","D010146=D059373->*D010146*<-D004433"
"msh","UMNSRS_similarity_mesh","D012135","D005665",0,0.376914,0.216341,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D012135->D012143->D002943->*C0000000*<-D005665<-D013424<-D000814<-D000588<-D009930"
"msh","UMNSRS_similarity_mesh","D000740","D014859",0,0.376914,0.240763,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D000740->D006402->D006425->*C0000000*<-D014859<-D012378<-D010575<-D004786<-D020164"
"msh","UMNSRS_similarity_mesh","D007980","D002230",0.804571,0.688457,0.542826,0.793578,0.333333,0.123858,0.875,"D015259|D000978","D000978","D000978","D015259=D007980->*D015259*<-D002230|D000978=D007980->*D000978*<-D002230"
"msh","UMNSRS_similarity_mesh","D003048","D008775",0,0.376914,0.230187,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D003048->D011528->D010272->*C0000000*<-D008775<-D018696<-D020011<-D020313<-D020164"
"msh","UMNSRS_similarity_mesh","D011141","D007662",0,0.347036,0.21414,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D011141->D014555->D014570->D052801->*C0000000*<-D007662<-D000138<-D000137<-D008659<-D009750"
"msh","UMNSRS_similarity_mesh","D014098","D001259",0.541715,0.491896,0.445853,0.648276,0.166667,0.079528,0.615385,"D009461","D009461","D009461","D009461=D014098->D005157->D010146->*D009461*<-D001259<-D020820"
"msh","UMNSRS_similarity_mesh","D008353","D000082",0.316041,0.448182,0.331991,0.34956,0.142857,0.047272,0.571429,"D045505","D045505","D045505","D045505=D008353->D004234->D004232->D045283->*D045505*<-D000082<-D058633"
"msh","UMNSRS_similarity_mesh","D010031","D008580",0,0.448182,0.220884,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D010031->D004427->D010038->*C0000000*<-D008580<-D009461<-D009422"
"msh","UMNSRS_similarity_mesh","D000740","C055162",0,0.376914,0.236037,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D000740->D006402->D006425->*C0000000*<-C055162<-D013988<-D058924<-D006574<-D006571"
"msh","UMNSRS_similarity_mesh","D005395","D019821",0,0.376914,0.245277,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D005395->D009821->D008055->*C0000000*<-D019821<-D008148<-D009281<-D011084<-D011083"
"msh","UMNSRS_similarity_mesh","D053158","D000431",0,0.376914,0.249897,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D053158->D059411->D020924->D012816->D013568->*C0000000*<-D000431<-D000438<-D009930"
"msh","UMNSRS_similarity_mesh","D050171","D003248",0,0.376914,0.230337,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D050171->D052439->D008659->D009750->*C0000000*<-D003248<-D012817<-D012816<-D013568"
"msh","UMNSRS_similarity_mesh","D009181","D053448",0,0.410315,0.236468,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D009181->D001423->*C0000000*<-D053448<-D059411<-D020924<-D012816<-D013568"
"msh","UMNSRS_similarity_mesh","D004403","C036604",0,0.347036,0.215307,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D004403->D005759->D005767->D004066->*C0000000*<-C036604<-D011412<-D000605<-D000438<-D009930"
"msh","UMNSRS_similarity_mesh","D010930","D002110",0,0.320008,0.226566,0,0.090909,0,0.166667,"C0000000","C0000000","C0000000","C0000000=D010930->D015009->D004756->D016905->D001424->D001423->*C0000000*<-D002110<-D014970<-D000470<-D006571"
"msh","UMNSRS_similarity_mesh","D007251","D011014",0.785751,0.688457,0.594162,0.841031,0.333333,0.156595,0.8,"D012141","D012141","D012141","D012141=D007251->*D012141*<-D011014"
"msh","UMNSRS_similarity_mesh","C055162","D007328",0.257698,0.376914,0.303745,0.273006,0.111111,0.041549,0.428571,"D020228","D020228","D020228","D020228=C055162->D013988->D005343->D002317->D045506->*D020228*<-D007328<-D007004<-D045505"
"msh","UMNSRS_similarity_mesh","D011565","D050197",0,0.347036,0.217092,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D011565->D017444->D012871->D017437->*C0000000*<-D050197<-D001161<-D001157<-D014652<-D002318"
"msh","UMNSRS_similarity_mesh","D011433","D016712",0.303797,0.448182,0.305575,0.320787,0.142857,0.041898,0.571429,"D045506","D045506","D045506","D045506=D011433->D000959->D002317->*D045506*<-D016712<-D000900<-D000890"
"msh","UMNSRS_similarity_mesh","D014098","C041226",0,0.376914,0.212801,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D014098->D014076->D009057->*C0000000*<-C041226<-D011224<-D011799<-D006574<-D006571"
"msh","UMNSRS_similarity_mesh","D003882","D009135",0.836279,0.688457,0.606483,0.833109,0.333333,0.165663,0.8,"D009135","D009135","D009135","D009135=D003882->D009220->*D009135"
"msh","UMNSRS_similarity_mesh","D013217","D002945",0,0.410315,0.240674,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D013217->D044342->D009748->D009750->*C0000000*<-D002945<-D017671<-D007287"
"msh","UMNSRS_similarity_mesh","D000858","D000568",0,0.376914,0.21691,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D000858->D010049->D006058->D004700->*C0000000*<-D000568<-D008599<-D010335<-D013568"
"msh","UMNSRS_similarity_mesh","D000380","D000740",0.714733,0.543598,0.526293,0.749705,0.2,0.114847,0.6,"D006402","D006402","D006402","D006402=D000380->D007970->D007960->*D006402*<-D000740"
"msh","UMNSRS_similarity_mesh","D014103","D013035",0.534364,0.491896,0.423799,0.623039,0.166667,0.071906,0.615385,"D009461","D009461","D009461","D009461=D014103->D004421->D020820->*D009461*<-D013035<-D020879"
"msh","UMNSRS_similarity_mesh","D006432","D008463",0,0.347036,0.218586,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D006432->D008664->D008661->D030342->D009358->*C0000000*<-D008463<-D001562<-D006574<-D006571"
"msh","UMNSRS_similarity_mesh","D000858","D002230",0,0.410315,0.213478,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D000858->D010049->D006058->D004700->*C0000000*<-D002230<-D006834<-D009930"
"msh","UMNSRS_similarity_mesh","D000420","C057823",0.920639,0.803438,0.924012,0.988159,0.5,0.706695,0.952381,"D000420","D000420","D000420","D000420=D000420*<-C057823"
"msh","UMNSRS_similarity_mesh","D001168","D000686",0,0.410315,0.243384,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D001168->D007592->D009140->*C0000000*<-D000686<-D057165<-D008659<-D009750"
"msh","UMNSRS_similarity_mesh","D003490","D004837",0,0.410315,0.226145,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D003490->D012816->D013568->*C0000000*<-D004837<-D002395<-D000588<-D009930"
"msh","UMNSRS_similarity_mesh","D015738","D011899",0.822299,0.688457,0.674524,0.901217,0.333333,0.22606,0.888889,"D006635|D000897","D006635","D006635","D006635=D015738->*D006635*<-D011899|D000897=D015738->*D000897*<-D011899"
"msh","UMNSRS_similarity_mesh","D004827","D007511",0,0.410315,0.243888,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D004827->D001927->D002493->D009422->*C0000000*<-D007511<-D010335<-D013568"
"msh","UMNSRS_similarity_mesh","D015047","D010930",0.461919,0.448182,0.394248,0.576725,0.142857,0.062825,0.4,"D001423","D001423","D001423","D001423=D015047->*D001423*<-D010930<-D015009<-D004756<-D016905<-D001424"
"msh","UMNSRS_similarity_mesh","D008580","D000212",0,0.347036,0.227483,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D008580->D009461->D009422->*C0000000*<-D000212<-D000998<-D000890<-D045506<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D000022","D008088",0,0.410315,0.223393,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D000022->D011248->D005261->*C0000000*<-D008088<-D016908<-D001424<-D001423"
"msh","UMNSRS_similarity_mesh","D004417","D011595",0.49046,0.491896,0.382639,0.551032,0.166667,0.059579,0.545455,"D012816","D012816","D012816","D012816=D004417->D012818->*D012816*<-D011595<-D020820<-D009461"
"msh","UMNSRS_similarity_mesh","D004660","D006261",0.483202,0.448182,0.362499,0.482298,0.142857,0.054342,0.4,"D009422","D009422","D009422","D009422=D004660->D001927->D002493->*D009422*<-D006261<-D010146<-D009461"
"msh","UMNSRS_similarity_mesh","D004827","C073008",0,0.347036,0.237076,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D004827->D001927->D002493->D009422->*C0000000*<-C073008<-D012968<-D004164<-D009943<-D009930"
"msh","UMNSRS_relatedness_mesh","D002220","D010672",0.761611,0.688457,0.515392,0.751369,0.333333,0.109268,0.857143,"D000927","D000927","D000927","D000927=D002220->*D000927*<-D010672"
"msh","UMNSRS_relatedness_mesh","D009202","D000082",0,0.376914,0.25158,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D009202->D006331->D002318->*C0000000*<-D000082<-D058633<-D045505<-D020228<-D020164"
"msh","UMNSRS_relatedness_mesh","D003047","D006660",0.686547,0.688457,0.532238,0.789259,0.333333,0.118009,0.75,"D009181","D009181","D009181","D009181=D003047->*D009181*<-D006660"
"msh","UMNSRS_relatedness_mesh","D002955","D008727",0.850064,0.448182,0.53732,0.7534,0.142857,0.120781,0.625,"D011622","D011622","D011622","D011622=D002955->D005575->D013763->D005492->*D011622*<-D008727<-D000630"
"msh","UMNSRS_relatedness_mesh","D000787","C055162",0,0.347036,0.214044,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D000787->D017202->D014652->D002318->*C0000000*<-C055162<-D013988<-D058924<-D006574<-D006571"
"msh","UMNSRS_relatedness_mesh","D050171","D050197",0,0.347036,0.228633,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D050171->D052439->D008659->D009750->*C0000000*<-D050197<-D001161<-D001157<-D014652<-D002318"
"msh","UMNSRS_relatedness_mesh","D017294","D007486",0.534311,0.543598,0.384537,0.557859,0.2,0.060098,0.75,"D005765|D001337|D002491","D005765","D001337","D001337=D017294->D000932->*D001337*<-D007486<-D004639|D002491=D017294->D000932->*D002491*<-D007486<-D004639|D005765=D017294->D000932->*D005765*<-D007486<-D004639"
"msh","UMNSRS_relatedness_mesh","D004614","D016190",0,0.320008,0.229172,0,0.090909,0,0.166667,"C0000000","C0000000","C0000000","C0000000=D004614->D015431->D001836->D001835->D012816->D013568->*C0000000*<-D016190<-D009944<-D009942<-D009930"
"msh","UMNSRS_relatedness_mesh","D000212","C060590",0.548928,0.410315,0.36303,0.4756,0.125,0.054474,0.533333,"D011687","D011687","D011687","D011687=D000212->D006147->D007042->D011688->*D011687*<-C060590<-D015075<-D000225"
"msh","UMNSRS_relatedness_mesh","D007328","C089730",0,0.320008,0.236453,0,0.090909,0,0.166667,"C0000000","C0000000","C0000000","C0000000=D007328->D007004->D045505->D020228->D020164->*C0000000*<-C089730<-D045162<-D013844<-D013457<-D009930"
"msh","UMNSRS_relatedness_mesh","D012640","D000431",0,0.448182,0.261862,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D012640->D009461->D009422->*C0000000*<-D000431<-D000438<-D009930"
"msh","UMNSRS_relatedness_mesh","D018512","D008288",0.65862,0.606877,0.466453,0.695444,0.25,0.087376,0.571429,"D010272","D010272","D010272","D010272=D018512->*D010272*<-D008288<-D011528"
"msh","UMNSRS_relatedness_mesh","D005759","D004205",0,0.376914,0.234262,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D005759->D005767->D004066->*C0000000*<-D004205<-D002867<-D001578<-D011714<-D006571"
"msh","UMNSRS_relatedness_mesh","D007019","D006815",0,0.410315,0.215085,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D007019->D001796->D006402->D006425->*C0000000*<-D006815<-D004068<-D055688"
"msh","UMNSRS_relatedness_mesh","D007328","D005934",0.782458,0.543598,0.461567,0.641599,0.2,0.085447,0.666667,"D011498","D011498","D011498","D011498=D007328->D011384->*D011498*<-D005934<-D052336"
"msh","UMNSRS_relatedness_mesh","D002386","D004827",0,0.410315,0.266998,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D002386->D007905->D005128->*C0000000*<-D004827<-D001927<-D002493<-D009422"
"msh","UMNSRS_relatedness_mesh","D002386","D012135",0,0.448182,0.240317,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D002386->D007905->D005128->*C0000000*<-D012135<-D012143<-D002943"
"msh","UMNSRS_relatedness_mesh","D008691","D014147",0.713992,0.688457,0.494712,0.737736,0.333333,0.099417,0.888889,"D009294|D000701","D009294","D009294","D000701=D008691->*D000701*<-D014147|D009294=D008691->*D009294*<-D014147"
"msh","UMNSRS_relatedness_mesh","D010787","D001044",0,0.410315,0.223929,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D010787->D012871->D017437->*C0000000*<-D001044<-D014832<-D007818<-D010038"
"msh","UMNSRS_relatedness_mesh","D011565","D008580",0,0.410315,0.215735,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D011565->D017444->D012871->D017437->*C0000000*<-D008580<-D009461<-D009422"
"msh","UMNSRS_relatedness_mesh","D014770","D012798",0,0.410315,0.221742,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D014770->D012816->D013568->*C0000000*<-D012798<-D012466<-D009059<-D009057"
"msh","UMNSRS_relatedness_mesh","D011565","D001168",0,0.410315,0.235923,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D011565->D017444->D012871->D017437->*C0000000*<-D001168<-D007592<-D009140"
"msh","UMNSRS_relatedness_mesh","D014859","D014812",0.58661,0.448182,0.373737,0.505905,0.142857,0.057205,0.625,"D045504|D006401","D006401","D006401","D045504=D014859->D015110->D004791->*D045504*<-D014812<-D000933<-D050299|D006401=D014859->D000925->*D006401*<-D014812<-D000933<-D006490<-D003029"
"msh","UMNSRS_relatedness_mesh","D003704","D011565",0,0.410315,0.22858,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D003704->D019965->D001523->*C0000000*<-D011565<-D017444<-D012871<-D017437"
"msh","UMNSRS_relatedness_mesh","D000740","C011819",0,0.410315,0.236037,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D000740->D006402->D006425->*C0000000*<-C011819<-D005296<-D058085<-D007287"
"msh","UMNSRS_relatedness_mesh","D004660","D008580",0.392475,0.491896,0.361702,0.481337,0.166667,0.054145,0.444444,"D009422","D009422","D009422","D009422=D004660->D001927->D002493->*D009422*<-D008580<-D009461"
"msh","UMNSRS_relatedness_mesh","D005094","D006980",0,0.448182,0.222528,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D005094->D009916->D005128->*C0000000*<-D006980<-D013959<-D004700"
"msh","UMNSRS_relatedness_mesh","D013923","D006469",0,0.410315,0.219602,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D013923->D016769->D014652->D002318->*C0000000*<-D006469<-D008171<-D012140"
"msh","UMNSRS_relatedness_mesh","D011014","D002443",0,0.347036,0.222836,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D011014->D012141->D012140->*C0000000*<-D002443<-D000900<-D000890<-D045506<-D020228<-D020164"
"msh","UMNSRS_relatedness_mesh","D017292","C041226",0.816075,0.688457,0.728604,0.930334,0.333333,0.289418,0.909091,"D011224","D011224","D011224","D011224=D017292->*D011224*<-C041226"
"msh","UMNSRS_relatedness_mesh","D002386","D008687",0,0.376914,0.244634,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D002386->D007905->D005128->*C0000000*<-D008687<-D007004<-D045505<-D020228<-D020164"
"msh","UMNSRS_relatedness_mesh","D012640","D002220",0,0.410315,0.227342,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D012640->D009461->D009422->*C0000000*<-D002220<-D003984<-D006575<-D006571"
"msh","UMNSRS_relatedness_mesh","D002386","D007328",0,0.376914,0.266283,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D002386->D007905->D005128->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164"
"msh","UMNSRS_relatedness_mesh","D000740","D045262",0,0.448182,0.236037,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D000740->D006402->D006425->*C0000000*<-D045262<-D001790<-D002943"
"msh","UMNSRS_relatedness_mesh","D050171","D005395",0,0.410315,0.259096,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D050171->D052439->D008659->D009750->*C0000000*<-D005395<-D009821<-D008055"
