"cg","con","Concept.1","Concept.2","PAGERANK","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"msh","UMNSRS_similarity_mesh","D018771","D000082",3e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001764","D053206",0.000614,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008581","D006261",0.000894,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005905","C089730",0.000597,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D019851","D006469",0.006247,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009765","C055122",3e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005913","D007052",0.007788,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D050197","D007251",0.000934,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000857","D004077",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008581","D014640",0,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006970","D012913",0.003688,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005414","D006209",0.740396,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005483","C011819",1e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006432","D001168",0.000897,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012585","D007052",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001991","D011014",0.096461,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D002177","D008775",1e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012913","D000431",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004077","D004110",0.003257,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000525","D008140",0.088699,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006505","D005355",0.004585,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004417","D008775",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012216","D007319",0.000653,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012216","D011239",1.2e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006261","D005996",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006469","D014859",0.000108,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D010024","C073008",4e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001259","D003248",0.012425,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009181","D003048",0.004127,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003000","D008790",0.018324,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001064","D002437",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D002443","D002440",0.13855,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006261","D000082",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","C055162","D014859",0.002056,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005759","D004403",0.392419,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004827","D006529",0.009945,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004417","C057823",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009853","D008687",0.006618,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D002945","D017294",0.003138,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008775","D011239",0.134342,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007511","C065179",1.2e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009181","D001759",0.673777,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009325","D017294",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D002792","C108606",0.002866,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D016190","D002945",0.192162,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013587","D010406",0,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007547","D008790",0.006714,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004318","D010406",0.012604,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D014511","D007052",9e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012135","D003490",0.070898,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005355","D006432",0.000652,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D010195","D002386",0.002036,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013923","D004417",0.001434,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006505","D006529",0.064604,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012001","D001044",0.008436,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013921","D006356",0.003048,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001064","D010538",0.209062,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D037061","D003078",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009638","D015742",0.000712,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012216","D001168",0.202851,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D023341","D012913",0.025481,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D044343","D016572",4e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007970","D001761",6e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D019851","D014859",5.5e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006429","D006261",0.004238,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D050197","D014098",0.001978,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004417","D009270",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D002006","D009270",0,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008580","D006941",0.036004,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013789","C011819",4e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005996","D008790",0.004487,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006967","D008580",0.001375,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D018496","C055122",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009041","D010024",0.001976,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003248","D004110",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D002177","D009181",0.324462,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D019821","D005395",0.003,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003128","D000860",0.001542,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D014657","D012640",0.003893,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013575","D000525",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006069","C055122",0,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012552","D018512",0.032656,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","C065179","D019821",0.003003,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000860","D001259",0.002952,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003128","D002386",0.004912,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D016642","D000639",0.005196,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000857","D003248",0.004189,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006261","D005483",0.040402,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D010634","D014635",0.005829,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001761","D004221",0.003739,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001361","D013217",0.124789,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009181","D008775",5e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009202","D000787",0.0279,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005355","D019821",4e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006815","D013217",1.2e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007037","D003128",0.002695,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007251","D000547",3e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000082","D007052",0.048788,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D018496","D000860",0.476766,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007511","D007547",4e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000858","D014103",0.000776,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D014376","D006469",0.016733,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013587","D003704",0.001346,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D016190","D017294",0.002383,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012798","D023341",0.004307,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006469","D006396",0.054214,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D011507","D017706",5e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012798","D007980",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D010167","D000418",1.6e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013587","D006069",0.139103,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004827","D008140",4e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008199","D012135",0.000569,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006356","D015738",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001249","D052878",0.000963,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013923","D014859",1.8e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000493","D003078",0.025339,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006432","D018771",0.000618,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000547","D053139",0.01679,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008581","D002443",0,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009220","C065179",4e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D011014","D003490",0.003876,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013923","D013575",0.001349,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013064","D005996",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013921","D001168",0.005219,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013575","D001262",3e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D014202","D007980",3e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004827","D000857",0.014924,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D011595","D013974",6e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000858","D004614",0.000809,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004890","D010672",3e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003681","D002177",0.001795,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012135","D012001",0.000585,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003348","D000241",0.000507,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001168","D037061",0.054569,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004890","D014202",0.002597,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009765","D012913",0.005584,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004417","D003490",0.116094,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D014511","D009325",0.016658,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006453","D010146",0.001505,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003128","D006943",0.046139,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004417","C079890",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D050171","D010959",9.5e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007970","D010406",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008581","D008580",0.003771,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003248","D014700",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006042","D014657",0.002673,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D053158","D001505",3e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006980","D010024",0.005249,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D050171","D006949",0.464234,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","C102790","D005473",0.00419,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006469","D011479",1.2e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D059373","D004433",0.36009,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D012135","D005665",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000740","D014859",8.7e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007980","D002230",0.227813,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003048","D008775",0,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D011141","D007662",0.004486,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D014098","D001259",0.003248,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008353","D000082",0.007862,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D010031","D008580",0.016222,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000740","C055162",5e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D005395","D019821",0.003,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D053158","D000431",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D050171","D003248",0.005167,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D009181","D053448",0.000234,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004403","C036604",5e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D010930","D002110",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D007251","D011014",0.110758,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","C055162","D007328",0.000486,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D011565","D050197",0.001511,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D011433","D016712",0.001107,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D014098","C041226",0,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003882","D009135",0.070409,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D013217","D002945",1e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000858","D000568",0.001329,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000380","D000740",0.005854,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D014103","D013035",0.00465,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D006432","D008463",1.7e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000858","D002230",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000420","C057823",0.838478,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D001168","D000686",0.001784,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D003490","D004837",3e-05,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D015738","D011899",0.169312,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004827","D007511",0.010025,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D015047","D010930",0.007559,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D008580","D000212",2e-06,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D000022","D008088",0.003738,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004417","D011595",0.00191,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004660","D006261",0.001624,NA,NA,NA,NA
"msh","UMNSRS_similarity_mesh","D004827","C073008",5e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002220","D010672",0.008764,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D009202","D000082",2.4e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003047","D006660",0.703957,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002955","D008727",0.265901,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000787","C055162",1e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D050171","D050197",0.001746,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D017294","D007486",0.005929,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D004614","D016190",1e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000212","C060590",0.001043,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D007328","C089730",0.000228,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D012640","D000431",5.3e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D018512","D008288",0.038438,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D005759","D004205",4e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D007019","D006815",0.000128,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D007328","D005934",0.007923,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002386","D004827",0.031499,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002386","D012135",0.0011,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D008691","D014147",0.051049,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D010787","D001044",0.002191,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D011565","D008580",0.01015,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D014770","D012798",0.002762,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D011565","D001168",0.174275,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D014859","D014812",0.008051,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003704","D011565",0.004033,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000740","C011819",6e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D004660","D008580",0.008575,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D005094","D006980",0.166949,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D013923","D006469",0.00579,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D011014","D002443",2e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D017292","C041226",0.354503,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002386","D008687",5e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D012640","D002220",2.9e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002386","D007328",1.1e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000740","D045262",0.001212,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D050171","D005395",1.5e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D005996","D009020",0.011105,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002440","D002443",0.13855,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D010167","D001241",7e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D009202","D008914",3.9e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000639","D005473",0.005828,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D050171","D002792",1.1e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D010930","D008199",0.009723,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000438","D004221",0.002894,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003061","D009270",0.018793,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D014859","D001241",0.003953,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D014640","D005913",0.000273,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D005355","D006547",0.005826,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000380","D007970",0.592598,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D005442","D003975",0.035549,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006967","D006493",5.7e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003048","D008581",0.006121,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000783","D010024",0.005537,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D010024","D013927",0.002459,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D012585","C073008",1e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D050197","D007511",0.01112,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D013921","D012585",0.000694,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D004660","D008581",0.154403,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000418","D006493",0.003566,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D011141","D007328",7e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D012913","D012135",0.839641,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D011565","C043211",7e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006484","D007246",0.008195,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D004827","D010634",6e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D004827","D000438",3e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D012913","D008139",0,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D001247","D002100",0.015169,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D012640","D016642",1.8e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D011014","D018805",0.02524,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006547","D003704",0.004856,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D013974","D008012",0.003743,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D011014","D004417",0.014983,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D009041","D009041",1,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000111","D000082",0.016977,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D019851","D013923",0.000659,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006042","D007052",3e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D053159","C055162",1e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003078","D011239",0.002077,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006547","D002230",3e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D044343","D012640",0.018336,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002386","D010195",0.002036,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000431","D000438",0.063979,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006980","D012640",0.007797,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D005492","D004837",0.001528,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","C036604","D000638",0.005615,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D007246","D016190",1e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D014202","D002230",4e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D010195","D007328",3e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D005759","D007328",4e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006660","D011239",4e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006429","C055162",1e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D009181","C065179",3e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D012216","D003078",3e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D004417","D010406",0,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D005355","D006396",0.006309,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006261","D006261",1,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D050197","D006356",0.005213,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D009202","D013575",0.003264,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000860","D012640",0.004668,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D009041","D000431",1e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D050171","C011819",2e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D013789","D014202",0.00123,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000787","D009638",3.4e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D016572","D011239",0.006694,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D013035","D012585",0.001741,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D001991","C093875",1.3e-05,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","C065179","D008148",0.00396,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D013035","D005665",4e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D014103","D004917",0,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003872","D006967",0.044728,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D001161","D007511",0.010677,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006432","D011141",0.001115,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D037061","D014098",0.117268,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003681","D013217",0.005722,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003092","D004827",0.004274,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D007662","D013217",0.003209,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","C043211","C081643",0.004905,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D013789","D006453",0.508659,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D009181","D008581",0.066704,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D010167","C011819",6e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D006356","D007052",1e-06,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D003061","D003915",0.081069,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D000111","D000241",0.000953,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D004205","D011239",0.003889,NA,NA,NA,NA
"msh","UMNSRS_relatedness_mesh","D002442","D002443",0.104097,NA,NA,NA,NA
