sct	MiniMayoSRS	Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	RADA	INTRINSIC_RADA	JACCARD	SOKAL	lcs(s)	corpus lcs	intrinsic lcs	paths
sct-umls	UMNSRS_similarity	C0061851	C0022046	0.671456	0.150052	0.422984	0.250000	0.048447	0.941176	0.442393	0.268218	0.154880	C1320237		C1320237	C1320237=C0061851->C0360055->*C1320237*<-C0022046
sct-umls	UMNSRS_similarity	C0036572	C0021641	0.507184	0.062729	0.068786	0.125000	0.035497	0.882353	0.228614	0.035618	0.018132	C2720507		C2720507	C2720507=C0036572->C0730595->C1290906->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227
sct-umls	UMNSRS_similarity	C0036690	C0013404	0.454300	0.123374	0.285040	0.100000	0.044056	0.852941	0.383981	0.166208	0.090636	C1290906		C1290906	C1290906=C0036690->C0243026->C2316160->C0578491->C1290853->*C1290906*<-C0013404<-C1287669<-C0577969<-C0425442
sct-umls	UMNSRS_similarity	C0028738	C0021167	0.454300	0.095177	0.205675	0.100000	0.039846	0.852941	0.315904	0.114625	0.060797	C0037088		C0037088	C0037088=C0028738->C0028850->C0042790->C0456753->C1290906->*C0037088*<-C0021167<-C0231360<-C0424449<-C0427350
sct-umls	UMNSRS_similarity	C0036494	C0001962	0.507184	0.023542	0.060096	0.125000	0.030873	0.882353	0.108820	0.030979	0.015733	C2720507		C2720507	C2720507=C0036494->C0026603->C1633746->C0037088->*C2720507*<-C0001962<-C0358214<-C0013227
sct-umls	UMNSRS_similarity	C0013456	C0034880	0.618572	0.277159	0.652904	0.200000	0.076188	0.926471	0.655757	0.484675	0.319849	C0423477		C0423477	C0423477=C0013456->C0578044->*C0423477*<-C0034880<-C0423522
sct-umls	UMNSRS_similarity	C0032064	C0008402	0.358207	0.013847	0.058116	0.066667	0.029825	0.779412	0.076514	0.029927	0.015191	C2720507		C2720507	C2720507=C0032064->C0043407->C0014347->C1319381->C0085423->C0004623->C0009450->C1285556->C1298232->*C2720507*<-C0008402<-C0032604<-C1689977<-C0520510<-C0439861
sct-umls	UMNSRS_similarity	C0001367	C0209227	0.739635	0.727047	0.952428	0.333333	0.378257	0.955882	0.953335	0.909177	0.833479	C0003451|C1319305		C1319305	C0003451=C0001367->*C0003451*<-C0209227|C1319305=C0001367->*C1319305*<-C0209227
sct-umls	UMNSRS_similarity	C0027497	C0027498	0.835728	0.807071	0.970356	0.500000	0.503003	0.970588	0.971949	0.942418	0.891107	C0027497		C0027497	C0027497=C0027497*<-C0027498
sct-umls	UMNSRS_similarity	C0162275	C0159075	0.671456	0.298659	0.683228	0.250000	0.082251	0.941176	0.683228	0.518865	0.350316	C0426391		C0426391	C0426391=C0162275->*C0426391*<-C0159075<-C0235639
sct-umls	UMNSRS_similarity	C0009951	C0001962	0.000000	0.208097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0242723	C0024530	0.000000	0.193832	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0033687	C0011847	0.000000	0.217010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0017160	C0086073	0.411091	0.025399	0.060482	0.083333	0.031078	0.823529	0.114883	0.031184	0.015839	C2720507		C2720507	C2720507=C0017160->C0017152->C0038354->C1302710->C1290853->C1290906->C0037088->*C2720507*<-C0086073<-C0360195<-C0282555<-C0013227
sct-umls	UMNSRS_similarity	C0020639	C0020175	0.479270	0.050358	0.179913	0.111111	0.033967	0.867647	0.192586	0.098849	0.051994	C0037088		C0037088	C0037088=C0020639->C0025517->C0012634->*C0037088*<-C0020175<-C0566580<-C0559899<-C0574125<-C0427350
sct-umls	UMNSRS_similarity	C0213771	C0073992	0.671456	0.331939	0.716972	0.250000	0.092602	0.941176	0.721809	0.558813	0.387745	C0006280		C0006280	C0006280=C0213771->*C0006280*<-C0073992<-C0354671
sct-umls	UMNSRS_similarity	C0162275	C0016410	0.454300	0.015632	0.058475	0.100000	0.030016	0.852941	0.082544	0.030118	0.015289	C2720507		C2720507	C2720507=C0162275->C0426391->C2711906->C0037088->*C2720507*<-C0016410<-C0042849<-C0259754<-C0042890<-C0013227
sct-umls	UMNSRS_similarity	C0021641	C0017687	0.739635	0.650257	0.926481	0.333333	0.287744	0.955882	0.929726	0.863032	0.759064	C0030292		C0030292	C0030292=C0021641->*C0030292*<-C0017687
sct-umls	UMNSRS_similarity	C0086543	C0043144	0.454300	0.064717	0.187864	0.100000	0.035750	0.852941	0.234257	0.103670	0.054669	C0037088		C0037088	C0037088=C0086543->C0154777->C1285162->C0012634->*C0037088*<-C0043144<-C1287665<-C0577960<-C1290911<-C1290907
sct-umls	UMNSRS_similarity	C0025605	C0040610	0.575363	0.290672	0.654615	0.166667	0.079944	0.911765	0.673267	0.486563	0.321495	C0013227|C0002771		C0002771	C0013227=C0025605->C1629845->*C0013227*<-C0040610<-C0242937<-C0002771|C0002771=C0025605->C0360472->C0242402->*C0002771*<-C0040610<-C0242937
sct-umls	UMNSRS_similarity	C0011847	C0033860	0.000000	0.212882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0948786	C0030232	0.000000	0.179105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0232471	C0016860	0.000000	0.187651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0031763	C0003564	0.000000	0.188889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0032617	C0159075	0.618572	0.300144	0.684474	0.200000	0.082687	0.926471	0.685048	0.520304	0.351629	C0426391		C0426391	C0426391=C0032617->C0577197->*C0426391*<-C0159075<-C0235639
sct-umls	UMNSRS_similarity	C0033860	C0025287	0.454300	0.092284	0.262087	0.100000	0.039438	0.852941	0.308522	0.150806	0.081552	C1290906|C0037088		C1290906	C1290906=C0033860->C1302732->C0475811->C0037274->C0455205->C1291044->*C1290906*<-C0025287<-C0576482<-C0422878|C0037088=C0033860->C1960691->C1960690->C1719883->C0012634->*C0037088*<-C0025287<-C0576482<-C0422878<-C1290906
sct-umls	UMNSRS_similarity	C0042755	C0013132	0.431712	0.055775	0.182880	0.090909	0.034629	0.838235	0.208558	0.100643	0.052988	C0037088		C0037088	C0037088=C0042755->C1626920->C0427350->*C0037088*<-C0013132<-C0576989<-C0426533<-C1827135<-C0426480<-C0426573<-C1290906
sct-umls	UMNSRS_similarity	C0009421	C0019158	0.575363	0.150506	0.364755	0.166667	0.048526	0.911765	0.443342	0.223058	0.125529	C1285159		C1285159	C1285159=C0009421->C0027765->*C1285159*<-C0019158<-C1298758<-C1285333
sct-umls	UMNSRS_similarity	C0917801	C0085631	0.431712	0.124680	0.348885	0.090909	0.044261	0.838235	0.386972	0.211303	0.118132	C0427350		C0427350	C0427350=C0917801->C0021603->C0851578->C1291739->C0424449->*C0427350*<-C0085631<-C0474395<-C0474393<-C0004927<-C0574125
sct-umls	UMNSRS_similarity	C0442874	C0025598	0.392121	0.079024	0.072747	0.076923	0.037619	0.808824	0.273709	0.037746	0.019236	C2720507		C2720507	C2720507=C0442874->C0027765->C1285159->C1290853->C1290906->C0037088->*C2720507*<-C0025598<-C0005382<-C0359086<-C0020616<-C0935929<-C0013227
sct-umls	UMNSRS_similarity	C0033860	C0003864	0.479270	0.144179	0.294798	0.111111	0.047445	0.867647	0.430007	0.172882	0.094620	C0012634		C0012634	C0012634=C0033860->C1960691->C1960690->C1719883->*C0012634*<-C0003864<-C1285331<-C1285332<-C1290853
sct-umls	UMNSRS_similarity	C0041296	C0149651	0.454300	0.037928	0.063155	0.100000	0.032496	0.852941	0.154753	0.032607	0.016574	C2720507		C2720507	C2720507=C0041296->C0456953->C0282354->C1285164->*C2720507*<-C0149651<-C1265981<-C0332447<-C1260954<-C1268086
sct-umls	UMNSRS_similarity	C0028754	C0011847	0.000000	0.209632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0040038	C0019079	0.575363	0.148956	0.422426	0.166667	0.048259	0.911765	0.440103	0.267770	0.154581	C0333010		C0333010	C0333010=C0040038->C1704212->*C0333010*<-C0019079<-C0235560<-C0019080
sct-umls	UMNSRS_similarity	C0032285	C0007561	0.374558	0.039125	0.063416	0.071429	0.032635	0.794118	0.158470	0.032747	0.016646	C2720507		C2720507	C2720507=C0032285->C0024115->C1302710->C1290853->C1290906->C0037088->*C2720507*<-C0007561<-C0304320<-C2266959<-C0026458<-C0279516<-C0003204<-C0013227
sct-umls	UMNSRS_similarity	C0114873	C0076107	0.739635	0.583367	0.900559	0.333333	0.226745	0.955882	0.903183	0.819106	0.693632	C0304512		C0304512	C0304512=C0114873->*C0304512*<-C0076107
sct-umls	UMNSRS_similarity	C0086543	C0025598	0.411091	0.031030	0.061670	0.083333	0.031708	0.823529	0.133022	0.031816	0.016165	C2720507		C2720507	C2720507=C0086543->C0154777->C1285162->C0012634->C0037088->*C2720507*<-C0025598<-C0005382<-C0359086<-C0020616<-C0935929<-C0013227
sct-umls	UMNSRS_similarity	C1623038	C0301532	0.000000	0.187566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0036572	C0006949	0.479270	0.056376	0.067299	0.111111	0.034703	0.867647	0.210311	0.034821	0.017719	C2720507		C2720507	C2720507=C0036572->C0730595->C1290906->C0037088->*C2720507*<-C0006949<-C0003286<-C0007680<-C0013227
sct-umls	UMNSRS_similarity	C0086543	C0021641	0.479270	0.033159	0.062124	0.111111	0.031949	0.867647	0.139785	0.032058	0.016290	C2720507		C2720507	C2720507=C0086543->C0154777->C1285162->C0012634->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227
sct-umls	UMNSRS_similarity	C0002871	C0206160	0.479270	0.103035	0.210480	0.111111	0.040977	0.867647	0.335568	0.117618	0.062484	C0037088		C0037088	C0037088=C0002871->C0221016->C1533163->C0012634->*C0037088*<-C0206160<-C0580380<-C1292123<-C2711906
sct-umls	UMNSRS_similarity	C0009951	C0006949	0.000000	0.189875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0029456	C0032950	0.411091	0.032784	0.062044	0.083333	0.031906	0.823529	0.138597	0.032015	0.016268	C2720507		C2720507	C2720507=C0029456->C0005940->C0427191->C0426779->C1290906->C0037088->*C2720507*<-C0032950<-C0017710<-C0001617<-C0360511<-C0013227
sct-umls	UMNSRS_similarity	C0036572	C0031507	0.454300	0.055561	0.067111	0.100000	0.034603	0.852941	0.207933	0.034720	0.017667	C2720507		C2720507	C2720507=C0036572->C0730595->C1290906->C0037088->*C2720507*<-C0031507<-C0020208<-C0003286<-C0007680<-C0013227
sct-umls	UMNSRS_similarity	C0885057	C0016157	0.479270	0.118688	0.369688	0.111111	0.043327	0.867647	0.373136	0.226759	0.127878	C0013227		C0013227	C0013227=C0885057->C1445146->C1445102->C0440016->*C0013227*<-C0016157<-C0354657<-C0003367<-C0007220
sct-umls	UMNSRS_similarity	C0242339	C0016157	0.431712	0.009729	0.057294	0.090909	0.029391	0.838235	0.062449	0.029492	0.014967	C2720507		C2720507	C2720507=C0242339->C0268195->C0025517->C0012634->C0037088->*C2720507*<-C0016157<-C0354657<-C0003367<-C0007220<-C0013227
sct-umls	UMNSRS_similarity	C0232197	C0002962	0.618572	0.304721	0.677703	0.200000	0.084046	0.926471	0.690599	0.512520	0.344556	C0018799		C0018799	C0018799=C0232197->C0264886->*C0018799*<-C0002962<-C0151744
sct-umls	UMNSRS_similarity	C0007557	C0007561	0.618572	0.499333	0.857489	0.200000	0.168093	0.926471	0.859496	0.750531	0.600680	C2266959		C2266959	C2266959=C0007557->C0304319->*C2266959*<-C0007561<-C0304320
sct-umls	UMNSRS_similarity	C0011053	C0004134	0.000000	0.201306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0220892	C0007546	0.000000	0.182282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0011847	C0021641	0.000000	0.200167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0018995	C0003126	0.431712	0.051410	0.180486	0.090909	0.034095	0.838235	0.195711	0.099195	0.052186	C0037088		C0037088	C0037088=C0018995->C0282193->C0012715->C0154260->C0025517->C0012634->*C0037088*<-C0003126<-C0576646<-C1291731<-C0422837
sct-umls	UMNSRS_similarity	C0022116	C0152149	0.538830	0.082158	0.254896	0.142857	0.038041	0.897059	0.282087	0.146064	0.078786	C1290906		C1290906	C1290906=C0022116->C1276288->C0425560->*C1290906*<-C0152149<-C0567248<-C1320355
sct-umls	UMNSRS_similarity	C0030232	C0004057	0.431712	0.022487	0.059877	0.090909	0.030757	0.838235	0.105357	0.030862	0.015673	C2720507		C2720507	C2720507=C0030232->C0678215->C0455205->C1291044->C1290906->C0037088->*C2720507*<-C0004057<-C0085826<-C0007220<-C0013227
sct-umls	UMNSRS_similarity	C0013456	C0233212	0.431712	0.047938	0.178601	0.090909	0.033676	0.838235	0.185352	0.098057	0.051556	C0037088		C0037088	C0037088=C0013456->C0578044->C0578055->C0458087->C1290906->*C0037088*<-C0233212<-C0233179<-C0311392<-C0424449<-C0427350
sct-umls	UMNSRS_similarity	C0019340	C0008370	0.000000	0.192616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0242339	C0008402	0.431712	0.008991	0.057148	0.090909	0.029314	0.838235	0.059907	0.029414	0.014927	C2720507		C2720507	C2720507=C0242339->C0268195->C0025517->C0012634->C0037088->*C2720507*<-C0008402<-C0032604<-C1689977<-C0520510<-C0439861
sct-umls	UMNSRS_similarity	C0034494	C0702166	0.454300	0.131444	0.348413	0.100000	0.045341	0.852941	0.402240	0.210957	0.117916	C1290853|C1285159		C1285159	C1290853=C0034494->C0348165->C0729529->C0578491->*C1290853*<-C0702166<-C0036502<-C0037272<-C1290011<-C1285159|C1285159=C0034494->C0348165->C0007684->C0007682->C0027765->*C1285159*<-C0702166<-C0036502<-C0037272<-C1290011
sct-umls	UMNSRS_similarity	C0032064	C0001416	0.000000	0.188071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0159075	C0232955	0.454300	0.045214	0.177133	0.100000	0.033351	0.852941	0.177133	0.097173	0.051067	C0037088		C0037088	C0037088=C0159075->C0235639->C2711516->C2711906->*C0037088*<-C0232955<-C0232950<-C0025345<-C1263764<-C0012634
sct-umls	UMNSRS_similarity	C0001975	C0012772	0.575363	0.214442	0.483011	0.166667	0.060936	0.911765	0.562490	0.318401	0.189344	C1320237		C1320237	C1320237=C0001975->*C1320237*<-C0012772<-C1627760<-C0038776<-C0300973
sct-umls	UMNSRS_similarity	C0009214	C0027358	0.538830	0.140799	0.389104	0.142857	0.046877	0.897059	0.422761	0.241545	0.137362	C0013227		C0013227	C0013227=C0009214->C0031368->C0376196->C0007680->*C0013227*<-C0027358<-C1629845
sct-umls	UMNSRS_similarity	C0043031	C0004057	0.618572	0.163191	0.435046	0.200000	0.050769	0.926471	0.469185	0.277993	0.161435	C1320237		C1320237	C1320237=C0043031->C0010206->*C1320237*<-C0004057<-C0036075
sct-umls	UMNSRS_similarity	C0042313	C0017642	0.538830	0.275878	0.647113	0.142857	0.075841	0.897059	0.654053	0.478320	0.314337	C0279516		C0279516	C0279516=C0042313->C0162724->*C0279516*<-C0017642<-C0038766<-C0038761<-C0360390
sct-umls	UMNSRS_similarity	C0009187	C0025289	0.479270	0.127586	0.282084	0.111111	0.044722	0.867647	0.393578	0.164201	0.089444	C0012634		C0012634	C0012634=C0009187->C0033740->C0030499->C0009450->*C0012634*<-C0025289<-C1285331<-C1285332<-C1290853
sct-umls	UMNSRS_similarity	C0030232	C0043031	0.431712	0.011649	0.057675	0.090909	0.029593	0.838235	0.069032	0.029694	0.015071	C2720507		C2720507	C2720507=C0030232->C0678215->C0455205->C1291044->C1290906->C0037088->*C2720507*<-C0043031<-C0035805<-C0031253<-C0013227
sct-umls	UMNSRS_similarity	C0002940	C0029456	0.538830	0.160254	0.373259	0.142857	0.050240	0.897059	0.463306	0.229452	0.129594	C1285159		C1285159	C1285159=C0002940->C0007222->*C1285159*<-C0029456<-C0005940<-C0263661<-C0026857
sct-umls	UMNSRS_similarity	C0022116	C0025859	0.431712	0.024325	0.060258	0.090909	0.030959	0.838235	0.111380	0.031065	0.015778	C2720507		C2720507	C2720507=C0022116->C1276288->C0425560->C1290906->C0037088->*C2720507*<-C0025859<-C0304516<-C0001645<-C0004382<-C0013227
sct-umls	UMNSRS_similarity	C0016204	C0017687	0.454300	0.011922	0.057730	0.100000	0.029622	0.852941	0.069965	0.029723	0.015086	C2720507		C2720507	C2720507=C0016204->C0476288->C1689949->C0037088->*C2720507*<-C0017687<-C0030292<-C0019928<-C0360511<-C0013227
sct-umls	UMNSRS_similarity	C0007546	C0007716	0.739635	0.730935	0.953440	0.333333	0.383531	0.955882	0.954367	0.911023	0.836587	C0304317		C0304317	C0304317=C0007546->*C0304317*<-C0007716
sct-umls	UMNSRS_similarity	C0029456	C0087086	0.392121	0.047702	0.065319	0.076923	0.033647	0.808824	0.184640	0.033762	0.017171	C2720507		C2720507	C2720507=C0029456->C0005940->C0427191->C0426779->C1290906->C0037088->*C2720507*<-C0087086<-C0302148<-C0333010<-C0332447<-C1260954<-C1268086
sct-umls	UMNSRS_similarity	C0014038	C0025289	0.739635	0.561334	0.875358	0.333333	0.209632	0.955882	0.892962	0.778344	0.637122	C0178264|C1285331		C0178264	C0178264=C0014038->*C0178264*<-C0025289|C1285331=C0014038->*C1285331*<-C0025289
sct-umls	UMNSRS_similarity	C0684275	C0040038	0.479270	0.100352	0.262026	0.111111	0.040588	0.867647	0.328915	0.150765	0.081528	C0012634		C0012634	C0012634=C0684275->C0272315->C0005779->*C0012634*<-C0040038<-C0013922<-C0042373<-C0263978<-C1290853
sct-umls	UMNSRS_similarity	C0003864	C0003862	0.618572	0.297173	0.605628	0.200000	0.081817	0.926471	0.681395	0.434337	0.277414	C0427210		C0427210	C0427210=C0003864->C0574941->*C0427210*<-C0003862<-C0575027
sct-umls	UMNSRS_similarity	C0152447	C0040822	0.431712	0.071773	0.191875	0.090909	0.036660	0.838235	0.253967	0.106118	0.056032	C0037088		C0037088	C0037088=C0152447->C0426398->C1291662->C0577118->C0579140->C0578533->C1290906->*C0037088*<-C0040822<-C0427086<-C1689949
sct-umls	UMNSRS_similarity	C0003128	C0079083	0.431712	0.010009	0.057349	0.090909	0.029420	0.838235	0.063411	0.029521	0.014982	C2720507		C2720507	C2720507=C0003128->C1291681->C1291680->C0574125->C0427350->C0037088->*C2720507*<-C0079083<-C1443632<-C0003392<-C0013227
sct-umls	UMNSRS_similarity	C0001924	C0019134	0.739635	0.160497	0.432563	0.333333	0.050284	0.955882	0.463793	0.275969	0.160072	C1320237		C1320237	C1320237=C0001924->*C1320237*<-C0019134
sct-umls	UMNSRS_similarity	C0032617	C0021641	0.507184	0.019953	0.059355	0.125000	0.030481	0.882353	0.096989	0.030585	0.015530	C2720507		C2720507	C2720507=C0032617->C0025517->C0012634->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227
sct-umls	UMNSRS_similarity	C0037384	C0038450	0.671456	0.436358	0.814533	0.250000	0.134320	0.941176	0.817028	0.687098	0.523344	C1291004		C1291004	C1291004=C0037384->*C1291004*<-C0038450<-C1287665
sct-umls	UMNSRS_similarity	C0033860	C0054836	0.411091	0.029245	0.061291	0.083333	0.031507	0.823529	0.127313	0.031614	0.016061	C2720507		C2720507	C2720507=C0033860->C1960691->C1960690->C1719883->C0012634->C0037088->*C2720507*<-C0054836<-C0304515<-C0001645<-C0004382<-C0013227
sct-umls	UMNSRS_similarity	C0019112	C0021359	0.431712	0.060451	0.185473	0.090909	0.035211	0.838235	0.222099	0.102216	0.053860	C0037088		C0037088	C0037088=C0019112->C0459146->C1302710->C1290853->C0012634->*C0037088*<-C0021359<-C0577274<-C1291680<-C0574125<-C0427350
sct-umls	UMNSRS_similarity	C0014544	C0031412	0.431712	0.039252	0.063444	0.090909	0.032650	0.838235	0.158863	0.032761	0.016653	C2720507		C2720507	C2720507=C0014544->C0036572->C0730595->C1290906->C0037088->*C2720507*<-C0031412<-C0360117<-C0003286<-C0007680<-C0013227
sct-umls	UMNSRS_similarity	C0014544	C0001975	0.431712	0.086009	0.074511	0.090909	0.038566	0.838235	0.292253	0.038697	0.019730	C2720507		C2720507	C2720507=C0014544->C0036572->C0730595->C1290906->C0037088->*C2720507*<-C0001975<-C0029224<-C0729761<-C0220806<-C0439861
sct-umls	UMNSRS_similarity	C0033860	C0037763	0.479270	0.132376	0.291930	0.111111	0.045491	0.867647	0.404316	0.170912	0.093441	C1290906|C0037088		C1290906	C1290906=C0033860->C1302732->C0475811->C0037274->C0455205->C1291044->*C1290906*<-C0037763<-C0427194|C0037088=C0033860->C1960691->C1960690->C1719883->C0012634->*C0037088*<-C0037763<-C0427194<-C1290906
sct-umls	UMNSRS_similarity	C0037384	C0023992	0.479270	0.011745	0.057695	0.111111	0.029603	0.867647	0.069361	0.029704	0.015076	C2720507		C2720507	C2720507=C0037384->C0037090->C1689949->C0037088->*C2720507*<-C0023992<-C0003292<-C0017173<-C0013227
sct-umls	UMNSRS_similarity	C0003850	C0008402	0.454300	0.025954	0.060598	0.100000	0.031140	0.852941	0.116687	0.031246	0.015871	C2720507		C2720507	C2720507=C0003850->C1285162->C0012634->C0037088->*C2720507*<-C0008402<-C0032604<-C1689977<-C0520510<-C0439861
sct-umls	UMNSRS_similarity	C0854467	C0037384	0.575363	0.068754	0.245595	0.166667	0.036267	0.911765	0.245595	0.139987	0.075262	C1290906		C1290906	C1290906=C0854467->C0427694->*C1290906*<-C0037384<-C0037090<-C0425442
sct-umls	UMNSRS_similarity	C0032285	C0036690	0.507184	0.155211	0.353600	0.125000	0.049346	0.882353	0.453064	0.214772	0.120305	C1290853		C1290853	C1290853=C0032285->C0024115->C1302710->*C1290853*<-C0036690<-C0243026<-C2316160<-C0578491
sct-umls	UMNSRS_similarity	C0019270	C0497327	0.411091	0.031806	0.061835	0.083333	0.031795	0.823529	0.135494	0.031904	0.016211	C2720507		C2720507	C2720507=C0019270->C0333056->C0333010->C0332447->C1260954->C1268086->*C2720507*<-C0497327<-C0029227<-C0004936<-C0012634<-C0037088
sct-umls	UMNSRS_similarity	C0018926	C0027498	0.739635	0.535060	0.877121	0.333333	0.190904	0.955882	0.879676	0.781135	0.640871	C0042963		C0042963	C0042963=C0018926->*C0042963*<-C0027498
sct-umls	UMNSRS_similarity	C0003862	C0030193	0.671456	0.530237	0.837548	0.250000	0.187652	0.941176	0.877099	0.720501	0.563112	C0030193		C0030193	C0030193=C0003862->C0026858->C0458087->*C0030193
sct-umls	UMNSRS_similarity	C0040165	C0023660	0.479270	0.165461	0.425871	0.111111	0.051181	0.867647	0.473688	0.270544	0.156433	C1532646|C0013227		C1532646	C1532646=C0040165->C0040135->C1320237->*C1532646*<-C0023660<-C0360090<-C0002934<-C1532651<-C1532650|C0013227=C0040165->C0279175->C0019928->C0360511->*C0013227*<-C0023660<-C0360090<-C0002934<-C0002932
sct-umls	UMNSRS_similarity	C0032285	C0013404	0.538830	0.278374	0.585484	0.142857	0.076518	0.897059	0.657367	0.413911	0.260963	C0425442		C0425442	C0425442=C0032285->C1290890->C0577910->*C0425442*<-C0013404<-C1287669<-C0577969
sct-umls	UMNSRS_similarity	C0741439	C0025287	0.454300	0.046217	0.177672	0.100000	0.033470	0.852941	0.180168	0.097497	0.051247	C0037088		C0037088	C0037088=C0741439->C0151683->C0580316->C1292123->C2711906->*C0037088*<-C0025287<-C0576482<-C0422878<-C1290906
sct-umls	UMNSRS_similarity	C0017601	C0232197	0.479270	0.129417	0.346699	0.111111	0.045015	0.867647	0.397704	0.209701	0.117132	C1285159		C1285159	C1285159=C0017601->C0015397->C1269791->C0042790->*C1285159*<-C0232197<-C0264886<-C0018799<-C0025061
sct-umls	UMNSRS_similarity	C0036494	C0007297	0.739635	0.796950	0.969877	0.333333	0.485194	0.955882	0.969877	0.941516	0.889495	C0026603		C0026603	C0026603=C0036494->*C0026603*<-C0007297
sct-umls	UMNSRS_similarity	C0003862	C0149651	0.431712	0.026132	0.060636	0.090909	0.031159	0.838235	0.117263	0.031266	0.015881	C2720507		C2720507	C2720507=C0003862->C0026858->C0458087->C1290906->C0037088->*C2720507*<-C0149651<-C1265981<-C0332447<-C1260954<-C1268086
sct-umls	UMNSRS_similarity	C0684275	C0017642	0.411091	0.029648	0.061376	0.083333	0.031552	0.823529	0.128602	0.031660	0.016084	C2720507		C2720507	C2720507=C0684275->C0272315->C0005779->C0012634->C0037088->*C2720507*<-C0017642<-C0038766<-C0359086<-C0020616<-C0935929<-C0013227
sct-umls	UMNSRS_similarity	C0013428	C0070166	0.431712	0.011014	0.057549	0.090909	0.029526	0.838235	0.066858	0.029627	0.015036	C2720507		C2720507	C2720507=C0013428->C0000737->C0578056->C0458087->C1290906->C0037088->*C2720507*<-C0070166<-C0085826<-C0007220<-C0013227
sct-umls	UMNSRS_similarity	C0231236	C0042755	0.575363	0.111802	0.338075	0.166667	0.042277	0.911765	0.356867	0.203423	0.113228	C0427350		C0427350	C0427350=C0231236->C1290920->C0424449->*C0427350*<-C0042755<-C1626920
sct-umls	UMNSRS_similarity	C0002940	C0947651	0.000000	0.238363	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_similarity	C0009262	C0032950	0.618572	0.153890	0.426496	0.200000	0.049114	0.926471	0.450351	0.271049	0.156771	C1320237		C1320237	C1320237=C0009262->*C1320237*<-C0032950<-C0017710<-C0582125
sct-umls	UMNSRS_similarity	C0019270	C0006982	0.431712	0.021952	0.059766	0.090909	0.030699	0.838235	0.103598	0.030804	0.015643	C2720507		C2720507	C2720507=C0019270->C0333056->C0333010->C0332447->C1260954->C1268086->*C2720507*<-C0006982<-C0598272<-C0014432<-C0013227
sct-umls	UMNSRS_similarity	C1257763	C0036572	0.538830	0.126131	0.225115	0.142857	0.044491	0.897059	0.390279	0.126834	0.067711	C0037088		C0037088	C0037088=C1257763->C0028709->C0012634->*C0037088*<-C0036572<-C0730595<-C1290906
sct-umls	UMNSRS_similarity	C0086543	C0030305	0.507184	0.096791	0.259478	0.125000	0.040076	0.882353	0.319988	0.149081	0.080544	C0012634		C0012634	C0012634=C0086543->C0154777->C1285162->*C0012634*<-C0030305<-C0030286<-C1302710<-C1290853
sct-umls	UMNSRS_similarity	C0001962	C0001975	0.739635	0.577962	0.875481	0.333333	0.222422	0.955882	0.900750	0.778538	0.637383	C0001975		C0001975	C0001975=C0001962->C1690586->*C0001975
sct-umls	UMNSRS_similarity	C0020550	C0036572	0.538830	0.142919	0.300136	0.142857	0.047232	0.897059	0.427316	0.176564	0.096831	C1290906		C1290906	C1290906=C0020550->C0040128->C0558385->C1290853->*C1290906*<-C0036572<-C0730595
sct-umls	UMNSRS_similarity	C0116569	C0002598	0.618572	0.369569	0.756915	0.200000	0.105883	0.926471	0.760265	0.608900	0.437711	C0003195		C0003195	C0003195=C0116569->C0360701->*C0003195*<-C0002598<-C0360703
