"cg","con","Concept.1","Concept.2","PAGERANK","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"sct-umls","UMNSRS_relatedness","C0086543","C0021641",0.059942,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002871","C0206160",0.026951,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009951","C0006949",0.03144,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0885057","C0016157",0.006293,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0242339","C0016157",0.042275,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0684275","C0019079",0.185692,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0017887","C0026549",0.025425,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0232197","C0002962",0.157909,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0007557","C0007561",0.073701,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011847","C0021641",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0030232","C0004057",0.04484,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0013456","C0233212",0.27331,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019340","C0008370",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0878544","C0026196",0.054723,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004093","C1883552",0.349946,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002600","C0016365",0.074104,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0242339","C0008402",0.118281,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0034494","C0702166",0.184093,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0032064","C0001416",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0159075","C0232955",0.043794,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001975","C0012772",0.028689,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009214","C0027358",0.051674,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0858529","C0023870",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0043031","C0004057",0.036655,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0042313","C0017642",0.038821,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0854467","C0008168",0.040348,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C1623038","C0019270",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001824","C0023530",0.274371,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0016293","C0012010",0.050938,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0020517","C0019134",0.07599,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009187","C0025289",0.189543,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002940","C0029456",0.08445,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0029456","C0087086",0.087429,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0036396","C0246719",0.024436,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004153","C0022116",0.154541,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0232197","C0087086",0.098914,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0040034","C0036396",0.178844,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0014038","C0025289",0.182579,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0152447","C0040822",0.211644,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001924","C0019134",0.03464,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0032617","C0021641",0.0713,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0037384","C0038450",0.219728,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0033860","C0054836",0.047752,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019112","C0021359",0.157789,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0014544","C0031412",0.072257,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0014544","C0001975",0.030377,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0037384","C0023992",0.141959,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004093","C0006625",0.229391,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0036572","C0085208",0.044784,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0032285","C0036690",0.153681,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0015300","C0019214",0.177274,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019270","C0497327",0.124118,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0040165","C0023660",0.023326,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0032285","C0013404",0.158369,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0741439","C0025287",0.065358,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0017601","C0232197",0.159594,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0036494","C0007297",0.346637,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003862","C0149651",0.135169,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001047","C0000970",0.025141,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0398623","C0040038",0.174466,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018021","C0020740",0.043326,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0684275","C0017642",0.05518,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0271397","C1698636",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0013428","C0070166",0.056832,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0231236","C0042755",0.27985,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002940","C0947651",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009262","C0032950",0.043865,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019270","C0006982",0.034022,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C1257763","C0036572",0.198216,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0086543","C0030305",0.116558,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001962","C0001975",0.054198,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0020550","C0036572",0.181435,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0016410","C0014563",0.015708,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0116569","C0002598",0.079468,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0021359","C0079083",0.138303,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0040822","C0006982",0.048175,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011847","C0009214",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0043031","C0995182",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0030305","C0021641",0.072839,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0017160","C0021641",0.066131,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019655","C0032950",0.04364,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0149651","C0013404",0.141376,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018991","C0070166",0.053642,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0026946","C0286651",0.012396,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0035435","C0009262",0.133975,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0013404","C0220892",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C1623038","C0018926",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0877781","C0018681",0.215414,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004153","C0018834",0.169727,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0920289","C0015672",0.181894,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0878544","C0039070",0.16631,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003129","C0036572",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0036494","C0001962",0.068242,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0242339","C0060277",0.100823,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0039730","C0040822",0.182554,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009951","C0085208",0.019987,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002962","C0028351",0.050394,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0010592","C0032950",0.02631,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0037763","C0036396",0.182612,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003128","C0152149",0.301864,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0022116","C0995182",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006277","C0298130",0.011911,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0286651","C0024027",0.156065,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0032285","C1883552",0.096865,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0037763","C0016860",0.070477,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0040485","C0014806",0.056254,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011603","C0020517",0.168295,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0947651","C0022614",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003850","C0022116",0.132083,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018995","C0032617",0.172831,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0025587","C0040460",0.216505,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011175","C0038187",0.266893,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009319","C0014544",0.151956,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011847","C0085602",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0162275","C0038187",0.036499,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0054836","C0717550",0.085499,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0301532","C0039840",0.017449,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0020676","C1883552",0.102497,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0039730","C0019045",0.175199,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0026946","C0025289",0.162742,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0030232","C0060277",0.074646,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0332566","C0332573",0.114178,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018834","C0020740",0.050831,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0995182","C0020264",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009214","C0011816",0.043368,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001047","C0001443",0.041952,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0086073","C0032950",0.017172,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0007559","C0007561",0.102889,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0030193","C0026549",0.063422,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0027358","C0015846",0.052325,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001824","C0854467",0.09234,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0013428","C0019079",0.210917,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0042384","C0018991",0.180573,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0917801","C0086140",0.067163,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009262","C0033209",0.191838,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C1623038","C0002871",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0038187","C0152149",0.26214,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0008947","C0026196",0.024071,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019158","C0000970",0.029522,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019270","C0013456",0.14399,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003862","C0717550",0.024561,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018021","C0011644",0.127061,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004134","C0001962",0.060181,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0043528","C0004576",0.0105,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0043167","C0023343",0.142433,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0035508","C0034642",0.257235,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002962","C0014563",0.02199,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004153","C0002962",0.120919,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019158","C0018926",0.135222,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0027358","C0026549",0.056785,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0232955","C0232962",0.336692,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011991","C0009262",0.118916,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0027121","C0026848",0.219986,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006277","C0023992",0.131405,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0013428","C0008809",0.03934,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0282386","C0536495",0.058967,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011847","C0162275",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011175","C0017160",0.186312,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0034880","C0005740",0.155966,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0008168","C0007561",0.064082,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0007537","C0007557",0.053584,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0014806","C0023660",0.025184,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0007398","C0023380",0.216518,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0020517","C0018834",0.179827,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0085602","C0032617",0.203925,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C1623038","C0286651",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0038450","C0037384",0.219728,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004147","C0016860",0.053387,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0242453","C0008809",0.03984,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0085636","C0025287",0.190529,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011175","C0013369",0.209047,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0014025","C0065374",0.125492,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0206160","C0018926",0.024736,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0041948","C0751229",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0026848","C0234369",0.239723,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0041948","C0023870",0.111189,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0162275","C0021641",0.026221,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0553735","C0242453",0.235297,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0005716","C0036572",0.168258,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006840","C0392071",0.197391,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019134","C0033603",0.071159,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0878544","C0034642",0.180763,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0026946","C0030193",0.150985,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0033687","C0026196",0.056273,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002962","C0013404",0.136279,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004610","C0376288",0.241029,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0242339","C0286651",0.018936,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0041948","C0013911",0.253207,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0029456","C0878544",0.171681,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0235250","C0027497",0.210214,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0242723","C0858529",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0442874","C0021641",0.070088,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018834","C0043066",0.474078,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0036494","C0149651",0.173442,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0060277","C0060277",1,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0008350","C0006277",0.148775,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0007716","C0076275",0.05714,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006309","C0043528",0.013224,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001927","C0298130",0.016958,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004899","C0042313",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0020459","C0011847",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018546","C0004899",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004147","C0025859",0.069709,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0038187","C0003123",0.15557,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002962","C0011991",0.119651,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0005367","C0039286",0.01982,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0016860","C0024730",0.034826,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0041948","C0553735",0.234244,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0021167","C0016860",0.077168,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0070166","C0060657",0.007579,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0040038","C0019134",0.070273,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0015300","C0242453",0.178245,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0041948","C0004057",0.047593,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006982","C0018242",0.051442,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0020517","C0004899",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019270","C0018021",0.128452,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011175","C0039070",0.203057,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0553735","C0037384",0.215537,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0206160","C0043031",0.020867,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0231851","C0032617",0.204093,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003864","C0035435",0.157319,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0036396","C0102118",0.018982,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0011053","C0029877",0.11458,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0021359","C0003128",0.231048,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006277","C0073992",0.041817,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0026946","C0019655",0.186562,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006644","C0039771",0.036076,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0175848","C0043066",0.219464,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0076275","C0025598",0.043937,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0086543","C0011847",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C1257763","C0162429",0.211141,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009951","C0014544",0.122303,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0010520","C0016410",0.066097,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0021359","C0005747",0.179806,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0442874","C0011847",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0014806","C0002144",0.047945,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018834","C0081876",0.022103,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0030232","C1883552",0.15323,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0231451","C0017245",0.113664,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0020676","C0040165",0.087611,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0239779","C0221169",0.286403,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0086140","C0002658",0.033567,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0013369","C0012833",0.190408,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0015300","C0040165",0.083453,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0021359","C0003128",0.231048,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0012833","C0042571",0.313225,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0242339","C0002962",0.18822,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0017536","C0376286",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018021","C0020676",0.177231,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0030552","C0221166",0.195111,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0036572","C0995182",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0074393","C0016365",0.111481,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0031154","C0004134",0.190179,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0246719","C0102118",0.130188,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003862","C0159075",0.033464,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0149651","C0009806",0.144505,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0070166","C0286651",0.080478,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018933","C0030232",0.204758,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0014563","C0028351",0.04736,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0009806","C0011991",0.159504,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0023530","C0032285",0.145625,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0002962","C0025859",0.046629,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0086543","C0027358",0.082512,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004905","C0012373",0.016522,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0085631","C0026549",0.074161,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003126","C0003564",0.222755,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0013132","C0006982",0.053758,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0039070","C1883552",0.131422,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C2004489","C0018834",0.226198,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0032143","C0038418",0.089654,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0717550","C0288171",0.195959,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0702166","C0004134",0.197297,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0007398","C0027358",0.144674,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003862","C0000970",0.029238,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0005747","C0270327",0.234053,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0085635","C0018681",0.224713,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0025289","C0018681",0.17556,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0017628","C0289313",0.104346,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004153","C0858529",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0003126","C0231617",0.255459,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0235250","C0061851",0.025195,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0013456","C1510450",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0235250","C0027498",0.259602,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0398623","C0019079",0.181142,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018834","C0014724",0.230285,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0028754","C0076275",0.029665,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0017642","C0020740",0.048408,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0004153","C0021400",0.146837,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0231655","C0018520",0.214642,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0019209","C0019214",0.34198,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0751229","C0037384",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0392071","C0008809",0.044607,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0016204","C0018520",0.189649,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0451641","C0002726",0.169233,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0001367","C0070122",0.034778,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0016382","C0060277",0.072299,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0152149","C0003564",0.235287,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0018995","C0003864",0.155011,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0149651","C0042878",0.091381,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0152149","C0040460",0.22588,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0232471","C0020175",0,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0036396","C0020740",0.048232,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006277","C0032285",0.165969,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0006840","C0025815",0.031085,NA,NA,NA,NA
"sct-umls","UMNSRS_relatedness","C0012265","C0012373",0.031888,NA,NA,NA,NA
