sct	MiniMayoSRS	Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	RADA	INTRINSIC_RADA	JACCARD	SOKAL	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
sct-umls	UMNSRS_relatedness	C0085602	C0032617	0.000000	0.359815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C1623038	C0286651	0.000000	0.366654	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0038450	C0037384	0.673698	0.559917	0.814533	0.250000	0.134320	0.957143	0.817028	0.687098	0.523344	0.823529	C1291004		C1291004	C1291004=C0038450->C1287665->*C1291004*<-C0037384
sct-umls	UMNSRS_relatedness	C0004147	C0016860	0.578260	0.334736	0.421070	0.166667	0.048087	0.928571	0.438000	0.266681	0.153855	0.736842	C1320237		C1320237	C1320237=C0004147->C0304516->C0001645->*C1320237*<-C0016860<-C0354100
sct-umls	UMNSRS_relatedness	C0242453	C0008809	0.435590	0.230023	0.058114	0.090909	0.029825	0.857143	0.076494	0.029927	0.015191	0.285714	C2720507		C2720507	C2720507=C0242453->C0033575->C1302710->C1290853->C0012634->C0037088->*C2720507*<-C0008809<-C1533693<-C0034423<-C0013227
sct-umls	UMNSRS_relatedness	C0085636	C0025287	0.541977	0.273750	0.246342	0.142857	0.036409	0.914286	0.248630	0.140473	0.075543	0.571429	C1290906		C1290906	C1290906=C0085636->C0423216->C0456753->*C1290906*<-C0025287<-C0576482<-C0422878
sct-umls	UMNSRS_relatedness	C0011175	C0013369	0.458023	0.281711	0.247730	0.100000	0.037755	0.871429	0.276441	0.141377	0.076065	0.470588	C0012634		C0012634	C0012634=C0011175->C0267995->C0267994->C0025517->*C0012634*<-C0013369<-C0178238<-C1112209<-C0578491<-C1290853
sct-umls	UMNSRS_relatedness	C0014025	C0065374	0.741411	0.630279	0.871408	0.333333	0.185155	0.971429	0.875059	0.772120	0.628824	0.909091	C0003015		C0003015	C0003015=C0014025->*C0003015*<-C0065374
sct-umls	UMNSRS_relatedness	C0206160	C0018926	0.541977	0.326422	0.410490	0.142857	0.046297	0.914286	0.415178	0.258250	0.148270	0.571429	C2711906		C2711906	C2711906=C0206160->C0580380->C1292123->*C2711906*<-C0018926<-C0577081<-C2711234
sct-umls	UMNSRS_relatedness	C0041948	C0751229	0.000000	0.364943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0026848	C0234369	0.510546	0.310506	0.219187	0.125000	0.043055	0.900000	0.368999	0.123083	0.065577	0.461538	C0037088		C0037088	C0037088=C0026848->C1290853->C0012634->*C0037088*<-C0234369<-C0040822<-C0427086<-C1689949
sct-umls	UMNSRS_relatedness	C0041948	C0023870	0.458023	0.232592	0.058779	0.100000	0.030176	0.871429	0.087585	0.030279	0.015372	0.307692	C2720507		C2720507	C2720507=C0041948->C0025517->C0012634->C0037088->*C2720507*<-C0023870<-C0003289<-C0033978<-C0007680<-C0013227
sct-umls	UMNSRS_relatedness	C0162275	C0021641	0.510546	0.234366	0.059243	0.125000	0.030422	0.900000	0.095169	0.030526	0.015499	0.363636	C2720507		C2720507	C2720507=C0162275->C1290915->C2711906->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227
sct-umls	UMNSRS_relatedness	C0553735	C0242453	0.482823	0.274046	0.246603	0.111111	0.036458	0.885714	0.249684	0.140643	0.075641	0.500000	C1290906		C1290906	C1290906=C0553735->C0426524->C0426522->C0424722->*C1290906*<-C0242453<-C0033575<-C1302710<-C1290853
sct-umls	UMNSRS_relatedness	C0005716	C0036572	0.482823	0.301379	0.211839	0.111111	0.041299	0.885714	0.340967	0.118468	0.062963	0.428571	C0037088		C0037088	C0037088=C0005716->C0276697->C0026946->C0009450->C0012634->*C0037088*<-C0036572<-C0730595<-C1290906
sct-umls	UMNSRS_relatedness	C0006840	C0392071	0.482823	0.296020	0.260604	0.111111	0.040302	0.885714	0.323955	0.149825	0.080979	0.500000	C0012634		C0012634	C0012634=C0006840->C0276697->C0026946->C0009450->*C0012634*<-C0392071<-C0033575<-C1302710<-C1290853
sct-umls	UMNSRS_relatedness	C0019134	C0033603	0.621175	0.380538	0.526235	0.200000	0.059260	0.942857	0.549318	0.357068	0.217336	0.818182	C0033684|C1320237		C0033684	C1320237=C0019134->*C1320237*<-C0033603<-C1320162<-C1532645|C0033684=C0019134->C0017973->*C0033684*<-C0033603<-C1320162
sct-umls	UMNSRS_relatedness	C0878544	C0034642	0.458023	0.290393	0.203252	0.100000	0.039280	0.871429	0.305638	0.113122	0.059952	0.400000	C0037088		C0037088	C0037088=C0878544->C0018799->C0577785->C1320355->C1290906->*C0037088*<-C0034642<-C0425542<-C1291005<-C0427350
sct-umls	UMNSRS_relatedness	C0026946	C0030193	0.510546	0.370276	0.272188	0.125000	0.056550	0.900000	0.526359	0.157533	0.085501	0.461538	C0037088		C0037088	C0037088=C0026946->C0009450->C0012634->*C0037088*<-C0030193<-C0234185<-C1291731<-C0422837
sct-umls	UMNSRS_relatedness	C0033687	C0026196	0.415109	0.242939	0.061532	0.083333	0.031635	0.842857	0.130958	0.031743	0.016127	0.266667	C2720507		C2720507	C2720507=C0033687->C1291658->C0577165->C1562648->C0579140->C0578533->C1290906->C0037088->*C2720507*<-C0026196<-C1443798<-C0013227
sct-umls	UMNSRS_relatedness	C0002962	C0013404	0.482823	0.303228	0.273231	0.111111	0.041649	0.885714	0.346740	0.158232	0.085913	0.500000	C1290906		C1290906	C1290906=C0002962->C0008031->C0578056->C0458087->*C1290906*<-C0013404<-C1287669<-C0577969<-C0425442
sct-umls	UMNSRS_relatedness	C0004610	C0376288	0.482823	0.277438	0.249600	0.111111	0.037026	0.885714	0.261641	0.142596	0.076772	0.500000	C1290906		C1290906	C1290906=C0004610->C2317548->C2316161->*C1290906*<-C0376288<-C1263864<-C0547030<-C0042790<-C0456753
sct-umls	UMNSRS_relatedness	C0242339	C0286651	0.458023	0.229674	0.058024	0.100000	0.029777	0.871429	0.074976	0.029879	0.015166	0.307692	C2720507		C2720507	C2720507=C0242339->C0268195->C0025517->C0012634->C0037088->*C2720507*<-C0286651<-C0360714<-C0014432<-C0013227
sct-umls	UMNSRS_relatedness	C0041948	C0013911	0.482823	0.258153	0.179647	0.111111	0.033908	0.885714	0.191130	0.098688	0.051905	0.428571	C0037088		C0037088	C0037088=C0041948->C0025517->C0012634->*C0037088*<-C0013911<-C1287884<-C0577601<-C0574124<-C0427350
sct-umls	UMNSRS_relatedness	C0029456	C0878544	0.510546	0.347497	0.376814	0.125000	0.050969	0.900000	0.471385	0.232145	0.131314	0.631579	C1285159		C1285159	C1285159=C0029456->C0005940->C0263661->C0026857->*C1285159*<-C0878544<-C0018799<-C0025061
sct-umls	UMNSRS_relatedness	C0235250	C0027497	0.621175	0.396190	0.551239	0.200000	0.063647	0.942857	0.582333	0.380490	0.234941	0.750000	C1261141		C1261141	C1261141=C0235250->C0042963->C0577078->*C1261141*<-C0027497
sct-umls	UMNSRS_relatedness	C0242723	C0858529	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0442874	C0021641	0.458023	0.282889	0.073380	0.100000	0.037959	0.871429	0.280472	0.038087	0.019413	0.307692	C2720507		C2720507	C2720507=C0442874->C0027765->C1285159->C1290853->C0012634->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227
sct-umls	UMNSRS_relatedness	C0018834	C0043066	0.741411	0.839334	0.969306	0.333333	0.480507	0.971429	0.969306	0.940441	0.887578	0.900000	C0559234		C0559234	C0559234=C0018834->*C0559234*<-C0043066
sct-umls	UMNSRS_relatedness	C0036494	C0149651	0.458023	0.225574	0.056980	0.100000	0.029226	0.871429	0.056980	0.029326	0.014881	0.307692	C2720507		C2720507	C2720507=C0036494->C0026603->C1633746->C0037088->*C2720507*<-C0149651<-C1265981<-C0332447<-C1260954<-C1268086
sct-umls	UMNSRS_relatedness	C0060277	C0060277	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	C0060277		C0060277	C0060277=C0060277
sct-umls	UMNSRS_relatedness	C0008350	C0006277	0.621175	0.351084	0.434412	0.200000	0.051810	0.942857	0.480426	0.277475	0.161086	0.750000	C1302710		C1302710	C1302710=C0008350->C0005424->*C1302710*<-C0006277<-C0006261
sct-umls	UMNSRS_relatedness	C0007716	C0076275	0.510546	0.330325	0.415928	0.125000	0.047129	0.900000	0.425999	0.262569	0.151125	0.666667	C1320237		C1320237	C1320237=C0007716->C0304317->C2266959->C0026458->C0282215->C1532645->*C1320237*<-C0076275
sct-umls	UMNSRS_relatedness	C0006309	C0043528	0.541977	0.314071	0.367935	0.142857	0.043761	0.914286	0.379636	0.225441	0.127041	0.571429	C1285556		C1285556	C1285556=C0006309->C1319381->C0085423->C0004623->C0009450->*C1285556*<-C0043528
sct-umls	UMNSRS_relatedness	C0001927	C0298130	0.578260	0.496467	0.735123	0.166667	0.100563	0.928571	0.746078	0.581182	0.409624	0.800000	C1320237|C0006280		C0006280	C0006280=C0001927->C1272573->*C0006280*<-C0298130<-C0595726<-C0304440|C1320237=C0001927->C1272573->C0039052->*C1320237*<-C0298130<-C0595726
sct-umls	UMNSRS_relatedness	C0004899	C0042313	0.000000	0.363370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0020459	C0011847	0.000000	0.365058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0018546	C0004899	0.000000	0.367420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0004147	C0025859	0.741411	0.701812	0.915091	0.333333	0.256597	0.971429	0.917749	0.843472	0.729315	0.923077	C0304516|C0033442		C0304516	C0304516=C0004147->*C0304516*<-C0025859|C0033442=C0004147->*C0033442*<-C0025859
sct-umls	UMNSRS_relatedness	C0038187	C0003123	0.000000	0.361693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0002962	C0011991	0.541977	0.262737	0.182860	0.142857	0.034625	0.914286	0.208455	0.100631	0.052981	0.500000	C0037088		C0037088	C0037088=C0002962->C1300028->C0012634->*C0037088*<-C0011991<-C0476288<-C1689949
sct-umls	UMNSRS_relatedness	C0005367	C0039286	0.415109	0.288910	0.258077	0.083333	0.039016	0.842857	0.300732	0.148156	0.080005	0.352941	C0439861		C0439861	C0439861=C0005367->C0007026->C0443356->C0443355->C0443354->C0729758->*C0439861*<-C0039286<-C1320237<-C1532646<-C1531495<-C1320236
sct-umls	UMNSRS_relatedness	C0016860	C0024730	0.673698	0.333431	0.419547	0.250000	0.047802	0.957143	0.434476	0.265460	0.153043	0.823529	C1320237		C1320237	C1320237=C0016860->C0354100->*C1320237*<-C0024730
sct-umls	UMNSRS_relatedness	C0041948	C0553735	0.482823	0.277563	0.249710	0.111111	0.037047	0.885714	0.262075	0.142668	0.076813	0.500000	C1290906		C1290906	C1290906=C0041948->C0022658->C1302710->C1290853->*C1290906*<-C0553735<-C0426524<-C0426522<-C0424722
sct-umls	UMNSRS_relatedness	C0021167	C0016860	0.435590	0.246200	0.062426	0.090909	0.032109	0.857143	0.144211	0.032218	0.016373	0.285714	C2720507		C2720507	C2720507=C0021167->C0231360->C0424449->C0427350->C0037088->*C2720507*<-C0016860<-C0304487<-C0012798<-C0007220<-C0013227
sct-umls	UMNSRS_relatedness	C0070166	C0060657	0.621175	0.332181	0.418089	0.200000	0.047530	0.942857	0.431079	0.264294	0.152269	0.777778	C1320237		C1320237	C1320237=C0070166->*C1320237*<-C0060657<-C1272573<-C0039052
sct-umls	UMNSRS_relatedness	C0040038	C0019134	0.435590	0.242686	0.061464	0.090909	0.031598	0.857143	0.129925	0.031706	0.016108	0.285714	C2720507		C2720507	C2720507=C0040038->C2586211->C0040053->C1285556->C1298232->*C2720507*<-C0019134<-C0360593<-C0003280<-C0018938<-C0013227
sct-umls	UMNSRS_relatedness	C0015300	C0242453	0.510546	0.296877	0.307655	0.125000	0.040460	0.900000	0.326703	0.181792	0.099984	0.588235	C1290853		C1290853	C1290853=C0015300->C1299547->C1269791->C1290856->*C1290853*<-C0242453<-C0033575<-C1302710
sct-umls	UMNSRS_relatedness	C0041948	C0004057	0.482823	0.240123	0.060771	0.111111	0.031231	0.885714	0.119355	0.031338	0.015918	0.333333	C2720507		C2720507	C2720507=C0041948->C0025517->C0012634->C0037088->*C2720507*<-C0004057<-C0085826<-C0018938<-C0013227
sct-umls	UMNSRS_relatedness	C0006982	C0018242	0.578260	0.335893	0.422423	0.166667	0.048341	0.928571	0.441108	0.267767	0.154579	0.736842	C1320237		C1320237	C1320237=C0006982->C0013023->C0178601->*C1320237*<-C0018242<-C1445637
sct-umls	UMNSRS_relatedness	C0020517	C0004899	0.000000	0.461007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0019270	C0018021	0.396269	0.243811	0.061770	0.076923	0.031761	0.828571	0.134523	0.031869	0.016193	0.250000	C2720507		C2720507	C2720507=C0019270->C0333056->C0333010->C0332447->C1260954->C1268086->*C2720507*<-C0018021<-C0040128<-C0558385<-C1290853<-C0012634<-C0037088
sct-umls	UMNSRS_relatedness	C0011175	C0039070	0.482823	0.281891	0.247889	0.111111	0.037786	0.885714	0.277057	0.141480	0.076125	0.500000	C0012634		C0012634	C0012634=C0011175->C0267995->C0267994->C0025517->*C0012634*<-C0039070<-C0007222<-C1285159<-C1290853
sct-umls	UMNSRS_relatedness	C0553735	C0037384	0.510546	0.273595	0.246206	0.125000	0.036383	0.900000	0.248078	0.140385	0.075491	0.533333	C1290906		C1290906	C1290906=C0553735->C0426524->C0426522->C0424722->*C1290906*<-C0037384<-C0037090<-C0425442
sct-umls	UMNSRS_relatedness	C0206160	C0043031	0.458023	0.228311	0.057675	0.100000	0.029593	0.871429	0.069032	0.029694	0.015071	0.307692	C2720507		C2720507	C2720507=C0206160->C0580380->C1292123->C2711906->C0037088->*C2720507*<-C0043031<-C0035805<-C0031253<-C0013227
sct-umls	UMNSRS_relatedness	C0231851	C0032617	0.415109	0.273409	0.246043	0.083333	0.036352	0.842857	0.247415	0.140279	0.075430	0.421053	C1290906		C1290906	C1290906=C0231851->C0231844->C1287674->C1287673->C0577969->C0425442->*C1290906*<-C0032617<-C0042075<-C0080276<-C1285159<-C1290853
sct-umls	UMNSRS_relatedness	C0003864	C0035435	0.673698	0.425437	0.561027	0.250000	0.072730	0.957143	0.638044	0.389880	0.242144	0.823529	C0026857		C0026857	C0026857=C0003864->C1285339->*C0026857*<-C0035435
sct-umls	UMNSRS_relatedness	C0036396	C0102118	0.435590	0.229810	0.058060	0.090909	0.029796	0.857143	0.075569	0.029898	0.015176	0.285714	C2720507		C2720507	C2720507=C0036396->C0031121->C0027796->C1300028->C0012634->C0037088->*C2720507*<-C0102118<-C0012544<-C0521941<-C0013227
sct-umls	UMNSRS_relatedness	C0011053	C0029877	0.000000	0.389181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0021359	C0003128	0.621175	0.508214	0.751953	0.200000	0.106098	0.942857	0.760808	0.602504	0.431131	0.750000	C1291680		C1291680	C1291680=C0021359->C0577274->*C1291680*<-C0003128<-C1291681
sct-umls	UMNSRS_relatedness	C0006277	C0073992	0.415109	0.240873	0.060973	0.083333	0.031338	0.842857	0.122462	0.031445	0.015974	0.266667	C2720507		C2720507	C2720507=C0006277->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0073992<-C1272573<-C0039052<-C0004382<-C0013227
sct-umls	UMNSRS_relatedness	C0026946	C0019655	0.741411	0.650605	0.857094	0.333333	0.203144	0.971429	0.888637	0.749925	0.599905	0.857143	C0026946		C0026946	C0026946=C0026946*<-C0019655<-C0276698
sct-umls	UMNSRS_relatedness	C0006644	C0039771	0.741411	0.735404	0.929552	0.333333	0.299089	0.971429	0.933468	0.868376	0.767371	0.916667	C0031638|C0066447		C0066447	C0031638=C0006644->*C0031638*<-C0039771|C0066447=C0006644->*C0066447*<-C0039771
sct-umls	UMNSRS_relatedness	C0175848	C0043066	0.482823	0.272898	0.245595	0.111111	0.036267	0.885714	0.245595	0.139987	0.075262	0.500000	C1290906		C1290906	C1290906=C0175848->C1290996->C0579140->C0578533->*C1290906*<-C0043066<-C0559234<-C0232483<-C0426573
sct-umls	UMNSRS_relatedness	C0076275	C0025598	0.673698	0.336773	0.423452	0.250000	0.048536	0.957143	0.443460	0.268594	0.155131	0.823529	C1320237		C1320237	C1320237=C0076275->*C1320237*<-C0025598<-C0005382
sct-umls	UMNSRS_relatedness	C0086543	C0011847	0.000000	0.378396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C1257763	C0162429	0.741411	0.650276	0.864225	0.333333	0.202839	0.971429	0.888427	0.760912	0.614090	0.833333	C0028709		C0028709	C0028709=C1257763->*C0028709*<-C0162429
sct-umls	UMNSRS_relatedness	C0009951	C0014544	0.000000	0.397101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0010520	C0016410	0.510546	0.237471	0.060062	0.125000	0.030855	0.900000	0.108291	0.030961	0.015724	0.363636	C2720507		C2720507	C2720507=C0010520->C0037088->*C2720507*<-C0016410<-C0042849<-C0259754<-C0042890<-C0013227
sct-umls	UMNSRS_relatedness	C0021359	C0005747	0.458023	0.263151	0.183153	0.100000	0.034690	0.871429	0.210004	0.100808	0.053080	0.400000	C0037088		C0037088	C0037088=C0021359->C0577274->C1291680->C0574125->C0427350->*C0037088*<-C0005747<-C0037763<-C0427194<-C1290906
sct-umls	UMNSRS_relatedness	C0442874	C0011847	0.000000	0.453726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0014806	C0002144	0.621175	0.339847	0.427055	0.200000	0.049221	0.942857	0.451605	0.271500	0.157073	0.777778	C1320237		C1320237	C1320237=C0014806->C0003240->*C1320237*<-C0002144<-C0302609
sct-umls	UMNSRS_relatedness	C0018834	C0081876	0.415109	0.228250	0.057660	0.083333	0.029584	0.842857	0.068763	0.029686	0.015066	0.266667	C2720507		C2720507	C2720507=C0018834->C0221727->C0577006->C1320355->C1290906->C0037088->*C2720507*<-C0081876<-C0358591<-C0353838<-C0017173<-C0013227
sct-umls	UMNSRS_relatedness	C0030232	C1883552	0.435590	0.225574	0.056980	0.090909	0.029226	0.857143	0.056980	0.029326	0.014881	0.285714	C2720507		C2720507	C2720507=C0030232->C0678215->C1287497->C0424449->C0427350->C0037088->*C2720507*<-C1883552<-C0442795<-C0442719<-C1285164
sct-umls	UMNSRS_relatedness	C0231451	C0017245	0.458023	0.226550	0.057227	0.100000	0.029356	0.871429	0.061296	0.029456	0.014948	0.307692	C2720507		C2720507	C2720507=C0231451->C0575102->C0427350->C0037088->*C2720507*<-C0017245<-C0358700<-C0003367<-C0007220<-C0013227
sct-umls	UMNSRS_relatedness	C0020676	C0040165	0.415109	0.247996	0.062923	0.083333	0.032373	0.842857	0.151423	0.032483	0.016510	0.266667	C2720507		C2720507	C2720507=C0020676->C0040128->C0558385->C1290853->C0012634->C0037088->*C2720507*<-C0040165<-C0279175<-C0019928<-C0360511<-C0013227
sct-umls	UMNSRS_relatedness	C0239779	C0221169	0.673698	0.517463	0.771862	0.250000	0.110670	0.957143	0.771862	0.628482	0.458238	0.857143	C0026650		C0026650	C0026650=C0239779->*C0026650*<-C0221169<-C0015371
sct-umls	UMNSRS_relatedness	C0086140	C0002658	0.578260	0.329879	0.389934	0.166667	0.047033	0.928571	0.424773	0.242185	0.137776	0.736842	C0439861|C0013227		C0013227	C0439861=C0086140->C0013227->*C0439861*<-C0002658<-C0443078<-C0687130|C0013227=C0086140->*C0013227*<-C0002658<-C0002763<-C0304402<-C0007680
sct-umls	UMNSRS_relatedness	C0013369	C0012833	0.458023	0.275071	0.191740	0.100000	0.036629	0.871429	0.253314	0.106036	0.055986	0.400000	C0037088		C0037088	C0037088=C0013369->C0178238->C1112209->C0578491->C1290853->C0012634->*C0037088*<-C0012833<-C0424575<-C1287406
sct-umls	UMNSRS_relatedness	C0015300	C0040165	0.415109	0.239387	0.060573	0.083333	0.031126	0.842857	0.116299	0.031233	0.015864	0.266667	C2720507		C2720507	C2720507=C0015300->C1299547->C0423213->C0456753->C1290906->C0037088->*C2720507*<-C0040165<-C0279175<-C0019928<-C0360511<-C0013227
sct-umls	UMNSRS_relatedness	C0021359	C0003128	0.621175	0.508214	0.751953	0.200000	0.106098	0.942857	0.760808	0.602504	0.431131	0.750000	C1291680		C1291680	C1291680=C0021359->C0577274->*C1291680*<-C0003128<-C1291681
sct-umls	UMNSRS_relatedness	C0012833	C0042571	0.836849	0.932360	0.988527	0.500000	0.734508	0.985714	0.989738	0.977315	0.955636	0.933333	C0012833		C0012833	C0012833=C0012833*<-C0042571
sct-umls	UMNSRS_relatedness	C0242339	C0002962	0.578260	0.277101	0.243681	0.166667	0.036969	0.928571	0.260459	0.138746	0.074544	0.615385	C0012634		C0012634	C0012634=C0242339->C0268195->C0025517->*C0012634*<-C0002962<-C1300028
sct-umls	UMNSRS_relatedness	C0017536	C0376286	0.000000	0.359058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0018021	C0020676	0.741411	0.657711	0.880190	0.333333	0.209836	0.971429	0.893094	0.786018	0.647471	0.900000	C0040128		C0040128	C0040128=C0018021->*C0040128*<-C0020676
sct-umls	UMNSRS_relatedness	C0030552	C0221166	0.000000	0.359815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0036572	C0995182	0.000000	0.422869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-umls	UMNSRS_relatedness	C0074393	C0016365	0.741411	0.635373	0.875422	0.333333	0.189507	0.971429	0.878580	0.778444	0.637257	0.923077	C1320237|C0360105		C0360105	C1320237=C0074393->*C1320237*<-C0016365|C0360105=C0074393->*C0360105*<-C0016365
sct-umls	UMNSRS_relatedness	C0031154	C0004134	0.510546	0.279220	0.194804	0.125000	0.037329	0.900000	0.267846	0.107913	0.057034	0.461538	C0037088		C0037088	C0037088=C0031154->C0009782->C1290853->C0012634->*C0037088*<-C0004134<-C0575091<-C0427350
sct-umls	UMNSRS_relatedness	C0246719	C0102118	0.741411	0.746229	0.936675	0.333333	0.314230	0.971429	0.938042	0.880893	0.787140	0.909091	C0012544		C0012544	C0012544=C0246719->*C0012544*<-C0102118
sct-umls	UMNSRS_relatedness	C0003862	C0159075	0.482823	0.270620	0.188496	0.111111	0.035892	0.885714	0.237416	0.104055	0.054883	0.428571	C0037088		C0037088	C0037088=C0003862->C0026858->C0426779->C1290906->*C0037088*<-C0159075<-C0235639<-C0426391<-C2711906
sct-umls	UMNSRS_relatedness	C0149651	C0009806	0.378825	0.229246	0.057915	0.071429	0.029719	0.814286	0.073114	0.029821	0.015136	0.235294	C2720507		C2720507	C2720507=C0149651->C1265981->C0332447->C1260954->C1268086->*C2720507*<-C0009806<-C0016807<-C0021831<-C0266805<-C1302710<-C1290853<-C0012634<-C0037088
sct-umls	UMNSRS_relatedness	C0070166	C0286651	0.673698	0.332912	0.418941	0.250000	0.047688	0.957143	0.433066	0.264975	0.152721	0.823529	C1320237		C1320237	C1320237=C0070166->*C1320237*<-C0286651<-C0360714
sct-umls	UMNSRS_relatedness	C0018933	C0030232	0.482823	0.283293	0.281846	0.111111	0.038029	0.885714	0.281846	0.164040	0.089348	0.555556	C0578533|C1290906		C0578533	C0578533=C0018933->C0042251->C0425844->C0577118->C0579140->*C0578533*<-C0030232<-C0678215<-C0455205|C1290906=C0018933->C0042251->C0425844->C1320355->*C1290906*<-C0030232<-C0678215<-C0455205<-C1291044
sct-umls	UMNSRS_relatedness	C0014563	C0028351	0.741411	0.726558	0.926116	0.333333	0.287260	0.971429	0.929560	0.862399	0.758086	0.928571	C0039052|C0301822|C0007412		C0301822	C0301822=C0014563->*C0301822*<-C0028351|C0007412=C0014563->*C0007412*<-C0028351|C0039052=C0014563->*C0039052*<-C0028351
sct-umls	UMNSRS_relatedness	C0009806	C0011991	0.510546	0.343636	0.447527	0.125000	0.050079	0.900000	0.461489	0.288267	0.168406	0.588235	C0426573		C0426573	C0426573=C0009806->C0016807->C0021831->C0426684->C1261141->*C0426573*<-C0011991<-C0476288
sct-umls	UMNSRS_relatedness	C0023530	C0032285	0.510546	0.303852	0.267847	0.125000	0.041768	0.900000	0.348678	0.154632	0.083795	0.533333	C0012634		C0012634	C0012634=C0023530->C0023510->C1532237->*C0012634*<-C0032285<-C1285331<-C1285332<-C1290884
sct-umls	UMNSRS_relatedness	C0002962	C0025859	0.458023	0.234814	0.059360	0.100000	0.030484	0.871429	0.097071	0.030588	0.015531	0.307692	C2720507		C2720507	C2720507=C0002962->C1300028->C0012634->C0037088->*C2720507*<-C0025859<-C0304516<-C0001645<-C0004382<-C0013227
sct-umls	UMNSRS_relatedness	C0086543	C0027358	0.482823	0.239166	0.060514	0.111111	0.031095	0.885714	0.115378	0.031201	0.015848	0.333333	C2720507		C2720507	C2720507=C0086543->C0154777->C1285162->C0012634->C0037088->*C2720507*<-C0027358<-C1629845<-C0013227
sct-umls	UMNSRS_relatedness	C0004905	C0012373	0.578260	0.342523	0.430201	0.166667	0.049826	0.928571	0.458604	0.274049	0.158781	0.736842	C1320237		C1320237	C1320237=C0004905->C0017710->C0582125->*C1320237*<-C0012373<-C1320166
sct-umls	UMNSRS_relatedness	C0085631	C0026549	0.435590	0.242210	0.061334	0.090909	0.031530	0.857143	0.127970	0.031637	0.016073	0.285714	C2720507		C2720507	C2720507=C0085631->C0684322->C0278060->C1285640->C1274016->C1285578->*C2720507*<-C0026549<-C0376196<-C0007680<-C0013227
sct-umls	UMNSRS_relatedness	C0003126	C0003564	0.482823	0.260029	0.180957	0.111111	0.034200	0.885714	0.198265	0.099479	0.052343	0.428571	C0037088		C0037088	C0037088=C0003126->C0576646->C1291731->C0422837->*C0037088*<-C0003564<-C0023009<-C0009460<-C0012634
sct-umls	UMNSRS_relatedness	C0013132	C0006982	0.396269	0.229854	0.058071	0.076923	0.029802	0.828571	0.075760	0.029904	0.015179	0.250000	C2720507		C2720507	C2720507=C0013132->C0576989->C0426533->C1827135->C0426480->C0426573->C1290906->C0037088->*C2720507*<-C0006982<-C0598272<-C0014432<-C0013227
sct-umls	UMNSRS_relatedness	C0039070	C1883552	0.458023	0.229881	0.058078	0.100000	0.029805	0.871429	0.075876	0.029907	0.015181	0.307692	C2720507		C2720507	C2720507=C0039070->C0344329->C0424575->C1287406->C0037088->*C2720507*<-C1883552<-C0442795<-C0442719<-C1285164
sct-umls	UMNSRS_relatedness	C2004489	C0018834	0.621175	0.342977	0.446744	0.200000	0.049929	0.942857	0.459782	0.287618	0.167964	0.714286	C0426573		C0426573	C0426573=C2004489->*C0426573*<-C0018834<-C0559234<-C0232483
