Concept 1	Concept 2	LIN	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
D014917	D007918	0.583667	0.410315	0.452441	0.679507	0.125000	0.081958	0.461538	D001424	D001424	D001424	D001424=D014917->D001885->D016905->*D001424*<-D007918<-D009164<-D000193<-D016908
D012135	D012135	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	D012135	D012135	D012135	D012135=D012135
D000787	D004837	0.000000	0.376914	0.223743	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D000787->D017202->D014652->D002318->*C0000000*<-D004837<-D002395<-D000588<-D009930
D050197	D000787	0.559955	0.491896	0.439393	0.658901	0.166667	0.077215	0.545455	D014652	D014652	D014652	D014652=D050197->D001161->D001157->*D014652*<-D000787<-D017202
D006505	D006396	0.486393	0.491896	0.424488	0.617816	0.166667	0.072132	0.444444	D004066	D004066	D004066	D004066=D006505->D008107->*D004066*<-D006396<-D006471<-D005767
D009270	D009020	0.901168	0.688457	0.670001	0.883388	0.333333	0.221437	0.909091	D009019	D009019	D009019	D009019=D009270->*D009019*<-D009020
D003967	D003078	0.000000	0.410315	0.231860	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D003967->D012817->D012816->D013568->*C0000000*<-D003078<-D000470<-D006571
D009220	D009135	0.897053	0.803438	0.654834	0.867502	0.500000	0.206613	0.888889	D009135	D009135	D009135	D009135=D009220->*D009135
D001991	D008139	0.000000	0.410315	0.219648	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D001991->D012141->D012140->*C0000000*<-D008139<-D010880<-D006573<-D006571
D053159	D002939	0.000000	0.320008	0.225449	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=D053159->D059411->D020924->D012816->D013568->*C0000000*<-D002939<-D000890<-D045506<-D020228<-D020164
D015242	C104727	0.682154	0.543598	0.362082	0.501339	0.200000	0.054239	0.666667	D011804	D011804	D011804	D011804=D015242->D024841->D015363->*D011804*<-C104727
D003681	D005759	0.000000	0.448182	0.230667	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D003681->D010335->D013568->*C0000000*<-D005759<-D005767<-D004066
D012001	D001761	0.000000	0.376914	0.241316	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D012001->D006311->D004427->D010038->*C0000000*<-D001761<-D006020<-D010455<-D000602
D002701	D002443	0.543936	0.688457	0.384623	0.533746	0.333333	0.060122	0.857143	D000900	D000900	D000900	D000900=D002701->*D000900*<-D002443
D002433	D002440	0.459159	0.688457	0.361115	0.505324	0.333333	0.054000	0.857143	D000900	D000900	D000900	D000900=D002433->*D000900*<-D002440
D004917	D008012	0.349308	0.491896	0.339609	0.357258	0.166667	0.048947	0.615385	D045506	D045506	D045506	D045506=D004917->D005765->*D045506*<-D008012<-D000889<-D002317
D002389	D053609	0.551775	0.688457	0.456123	0.688688	0.333333	0.083348	0.833333	D019954	D019954	D019954	D019954=D002389->*D019954*<-D053609
D006967	D006356	0.000000	0.448182	0.238632	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D006967->D007154->*C0000000*<-D006356<-D012817<-D012816<-D013568
D059606	D011141	0.000000	0.606877	0.382051	0.550327	0.250000	0.059420	0.666667	D012816	D012816	D012816	D012816=D059606->*D012816*<-D011141<-D020924
D005355	C065179	0.000000	0.410315	0.222528	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D005355->D010335->D013568->*C0000000*<-C065179<-D006538<-D005227<-D008055
D012135	D012913	0.951242	0.803438	0.971799	0.996108	0.500000	0.879118	0.909091	D012135	D012135	D012135	D012135=D012135*<-D012913
D001262	D005665	0.477132	0.491896	0.348570	0.464504	0.166667	0.050992	0.666667	D002317	D002317	D002317	D002317=D001262->D000959->*D002317*<-D005665<-D004232<-D045283
D053448	D002939	0.000000	0.320008	0.225449	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=D053448->D059411->D020924->D012816->D013568->*C0000000*<-D002939<-D000890<-D045506<-D020228<-D020164
D020795	D008580	0.431226	0.543598	0.407530	0.604107	0.200000	0.066755	0.666667	D009461	D009461	D009461	D009461=D020795->D014786->D012678->*D009461*<-D008580
D003681	D004403	0.000000	0.410315	0.215307	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D003681->D010335->D013568->*C0000000*<-D004403<-D005759<-D005767<-D004066
D004656	D017706	0.819852	0.688457	0.615735	0.861808	0.333333	0.172815	0.875000	D000806|D000959|D004151	D004151	D000806	D000959=D004656->*D000959*<-D017706|D004151=D004656->*D004151*<-D017706|D000806=D004656->*D000806*<-D017706
D045262	D006396	0.375175	0.543598	0.378657	0.546245	0.200000	0.058505	0.600000	D012816	D012816	D012816	D012816=D045262->*D012816*<-D006396<-D014839<-D012817
D014511	D006970	0.000000	0.347036	0.218888	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D014511->D007674->D014570->D052801->*C0000000*<-D006970<-D020919<-D020920<-D012893<-D001523
D014511	D008094	0.000000	0.376914	0.219503	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D014511->D007674->D014570->D052801->*C0000000*<-D008094<-D008672<-D008670<-D007287
D007662	D007328	0.000000	0.320008	0.237945	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=D007662->D000138->D000137->D008659->D009750->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164
D001759	D012640	0.000000	0.448182	0.222858	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D001759->D009181->D001423->*C0000000*<-D012640<-D009461<-D009422
D006493	D011479	0.611580	0.491896	0.416055	0.557242	0.166667	0.069406	0.666667	D045504|D006401	D006401	D006401	D045504=D006493->D005343->D050299->*D045504*<-D011479<-D006494|D006401=D006493->D000925->*D006401*<-D011479<-D006494<-D003029
D009202	D012135	0.000000	0.448182	0.234129	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D009202->D006331->D002318->*C0000000*<-D012135<-D012143<-D002943
D009181	D010146	0.000000	0.491896	0.246268	0.000000	0.166667	0.000000	0.285714	C0000000	C0000000	C0000000	C0000000=D009181->D001423->*C0000000*<-D010146<-D009461<-D009422
D011507	D008914	0.000000	0.376914	0.216439	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D011507->D014555->D014570->D052801->*C0000000*<-D008914<-D011743<-D006573<-D006571
D000787	D004417	0.548572	0.491896	0.383828	0.552462	0.166667	0.059904	0.545455	D012816	D012816	D012816	D012816=D000787->D002637->D010146->*D012816*<-D004417<-D012818
D016470	D001766	0.000000	0.448182	0.225688	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D016470->D001424->D001423->*C0000000*<-D001766<-D014786<-D005128
D050171	C065179	0.000000	0.376914	0.227203	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D050171->D052439->D008659->D009750->*C0000000*<-C065179<-D006538<-D005227<-D008055
D014511	D004614	0.000000	0.320008	0.216401	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=D014511->D007674->D014570->D052801->*C0000000*<-D004614<-D015431<-D001836<-D001835<-D012816<-D013568
D010024	D009202	0.000000	0.410315	0.244568	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D010024->D001851->D001847->D009140->*C0000000*<-D009202<-D006331<-D002318
C011819	C011819	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	C011819	C011819	C011819	C011819=C011819
D002769	D001991	0.000000	0.448182	0.220265	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D002769->D001660->D004066->*C0000000*<-D001991<-D012141<-D012140
D002506	C055122	0.298819	0.448182	0.250107	0.149293	0.142857	0.032519	0.400000	D009930	D009930	D009930	D009930=D002506->D002511->D013843->D013457->*D009930*<-C055122<-D007783
D002006	D015047	0.482341	0.543598	0.397895	0.581062	0.200000	0.063880	0.500000	D001423	D001423	D001423	D001423=D002006->D016905->D001424->*D001423*<-D015047
D000420	C093875	0.350230	0.347036	0.288385	0.291946	0.100000	0.038734	0.400000	C0000000|D020313	D020313	D020313	D020313=D000420->D004983->D000431->D012997->*D020313*<-C093875<-D000085<-D019342<-D007202<-D019995|C0000000=D000420->D004983->D000431->D000438->D009930->*C0000000*<-C093875<-D011804<-D006574<-D006571
D001505	D014640	0.000000	0.410315	0.222528	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D001505->D007221->D013676->*C0000000*<-D014640<-D006020<-D010455<-D000602
D006220	D001505	0.000000	0.410315	0.218888	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D006220->D002090->D007659->D009930->*C0000000*<-D001505<-D007221<-D013676
D001262	D008790	0.906265	0.688457	0.672720	0.900330	0.333333	0.224205	0.900000	D000889|D050198|D013565|D058671|D011412|D000959	D058671	D058671	D000959=D001262->*D000959*<-D008790|D000889=D001262->*D000889*<-D008790|D058671=D001262->*D058671*<-D008790|D050198=D001262->*D050198*<-D008790|D013565=D001262->*D013565*<-D008790|D011412=D001262->*D011412*<-D008790
D013217	D000855	0.000000	0.376914	0.214386	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D013217->D044342->D009748->D009750->*C0000000*<-D000855<-D012817<-D012816<-D013568
D000787	D003967	0.581526	0.491896	0.392595	0.562984	0.166667	0.062352	0.545455	D012816	D012816	D012816	D012816=D000787->D002637->D010146->*D012816*<-D003967<-D012817
D001639	D013629	0.230769	0.376914	0.292316	0.213772	0.111111	0.039436	0.333333	D020164	D020164	D020164	D020164=D001639->D002021->D019995->D020313->*D020164*<-D013629<-D050071<-D045505<-D020228
D005665	D008353	0.801222	0.606877	0.528237	0.770245	0.250000	0.115872	0.823529	D004232	D004232	D004232	D004232=D005665->*D004232*<-D008353<-D004234
C055162	C012629	0.302949	0.347036	0.289681	0.304529	0.100000	0.038964	0.470588	D045506|D009930	D009930	D045506	D045506=C055162->D013988->D005343->D002317->*D045506*<-C012629<-D004983<-D000431<-D000891<-D000890|D009930=C055162->D013988->D058924->D013876->D013457->*D009930*<-C012629<-D004983<-D000431<-D000438
D013923	D006493	0.000000	0.376914	0.239524	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D013923->D016769->D014652->D002318->*C0000000*<-D006493<-D006025<-D011134<-D002241
D005094	D053448	0.000000	0.376914	0.218888	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D005094->D009916->D005128->*C0000000*<-D053448<-D059411<-D020924<-D012816<-D013568
D014511	D001241	0.000000	0.347036	0.228516	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D014511->D007674->D014570->D052801->*C0000000*<-D001241<-D058633<-D045505<-D020228<-D020164
D002230	D006118	0.000000	0.410315	0.219583	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D002230->D006834->D009930->*C0000000*<-D006118<-D001572<-D006574<-D006571
D006967	D001505	0.000000	0.491896	0.238632	0.000000	0.166667	0.000000	0.285714	C0000000	C0000000	C0000000	C0000000=D006967->D007154->*C0000000*<-D001505<-D007221<-D013676
D006547	D006042	0.000000	0.448182	0.242791	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D006547->D020763->D013568->*C0000000*<-D006042<-D013959<-D004700
D003681	D013575	0.409999	0.376914	0.345837	0.463412	0.111111	0.050359	0.333333	C0000000|D013568	D013568	D013568	C0000000=D003681->D010335->D013568->*C0000000*<-D013575<-D014474<-D003244<-D019954<-D001520|D013568=D003681->D010335->*D013568*<-D013575<-D014474<-D003244<-D019954<-D009461<-D012816
D045262	D014859	0.000000	0.376914	0.217047	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D045262->D001790->D002943->*C0000000*<-D014859<-D012378<-D010575<-D004786<-D020164
D001168	D012216	0.752482	0.606877	0.427572	0.574989	0.250000	0.073156	0.571429	D009140	D009140	D009140	D009140=D001168->D007592->*D009140*<-D012216
D012585	D019386	0.000000	0.347036	0.216994	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D012585->D009437->D010146->D009461->D009422->*C0000000*<-D019386<-D004164<-D009943<-D009930
D007246	D000858	0.599361	0.543598	0.508427	0.753513	0.200000	0.105846	0.666667	D005831	D005831	D005831	D005831=D007246->*D005831*<-D000858<-D010049<-D000291
D001991	C057823	0.000000	0.347036	0.216662	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D001991->D012141->D012140->*C0000000*<-C057823<-D000420<-D004983<-D000431<-D000438<-D009930
D009181	D006660	0.828650	0.803438	0.659542	0.882219	0.500000	0.211106	0.857143	D009181	D009181	D009181	D009181=D009181*<-D006660
D002110	D013806	0.914682	0.688457	0.630984	0.856487	0.333333	0.185283	0.888889	D014970|D010726|D058915	D058915	D058915	D014970=D002110->*D014970*<-D013806|D010726=D002110->*D010726*<-D013806|D058915=D002110->*D058915*<-D013806
C055122	D008687	0.302780	0.448182	0.252056	0.150465	0.142857	0.032810	0.400000	D009930	D009930	D009930	D009930=C055122->D007783->*D009930*<-D008687<-D001645<-D006146<-D000578
D044343	D044342	0.904951	0.688457	0.707289	0.906687	0.333333	0.262563	0.750000	D009748	D009748	D009748	D009748=D044343->*D009748*<-D044342
D012640	D004827	0.928078	0.803438	0.746059	0.926986	0.500000	0.313441	0.909091	D004827	D004827	D004827	D004827=D012640->*D004827
D003490	D005492	0.000000	0.410315	0.239664	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D003490->D012816->D013568->*C0000000*<-D005492<-D011622<-D010860<-D001685
D007246	D001764	0.000000	0.448182	0.223741	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D007246->D005832->D052801->*C0000000*<-D001764<-D005141<-D005128
D004917	D000493	0.522071	0.606877	0.376683	0.488280	0.250000	0.057980	0.769231	D004791	D004791	D004791	D004791=D004917->D011500->*D004791*<-D000493
D006356	C064276	0.000000	0.347036	0.212801	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D006356->D012817->D012816->D013568->*C0000000*<-C064276<-D053799<-D013454<-D013457<-D009930
D007037	D013974	0.000000	0.376914	0.238221	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D007037->D013959->D004700->*C0000000*<-D013974<-D024322<-D000598<-D000596<-D000602
D003911	D000661	0.349256	0.448182	0.321401	0.337475	0.142857	0.045040	0.571429	D045506	D045506	D045506	D045506=D003911->D000925->D006401->*D045506*<-D000661<-D000697<-D002491
D004403	D004244	0.000000	0.376914	0.216480	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D004403->D005759->D005767->D004066->*C0000000*<-D004244<-D012678<-D009461<-D009422
D005094	D013974	0.000000	0.376914	0.233549	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D005094->D009916->D005128->*C0000000*<-D013974<-D024322<-D000598<-D000596<-D000602
D004244	D014717	0.537634	0.606877	0.410148	0.607170	0.250000	0.067558	0.727273	D009461	D009461	D009461	D009461=D004244->D012678->*D009461*<-D014717
D050171	D000787	0.000000	0.376914	0.228530	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D050171->D052439->D008659->D009750->*C0000000*<-D000787<-D017202<-D014652<-D002318
D005873	D001361	0.000000	0.376914	0.226566	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D005873->D011528->D010272->*C0000000*<-D001361<-D003677<-D044342<-D009748<-D009750
D006042	D007037	0.824663	0.688457	0.634379	0.866459	0.333333	0.188180	0.750000	D013959	D013959	D013959	D013959=D006042->*D013959*<-D007037
D010291	D020335	0.924783	0.803438	0.993584	0.999151	0.500000	0.971112	0.909091	D010291	D010291	D010291	D010291=D010291*<-D020335
D020280	D005473	0.805474	0.688457	0.612071	0.859761	0.333333	0.169947	0.875000	D017367	D017367	D017367	D017367=D020280->*D017367*<-D005473
D010538	D001259	0.000000	0.410315	0.232069	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D010538->D010532->D004066->*C0000000*<-D001259<-D020820<-D009461<-D009422
C073008	D019386	0.768930	0.606877	0.518028	0.769083	0.250000	0.110592	0.800000	D004164|D050071	D004164	D004164	D004164=C073008->D012968->*D004164*<-D019386|D050071=C073008->D012968->*D050071*<-D019386
C055162	C065179	0.454709	0.410315	0.271090	0.240379	0.125000	0.035791	0.461538	D006573	D006573	D006573	D006573=C055162->D013988->D058924->D013876->*D006573*<-C065179<-D011758<-D001393
D004837	D009638	0.971119	0.803438	0.887425	0.979619	0.500000	0.597918	0.947368	D004837	D004837	D004837	D004837=D004837*<-D009638
D003248	D003967	0.811540	0.688457	0.635733	0.874565	0.333333	0.189348	0.800000	D012817	D012817	D012817	D012817=D003248->*D012817*<-D003967
D007970	D011014	0.000000	0.410315	0.232708	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D007970->D007960->D006402->D006425->*C0000000*<-D011014<-D012141<-D012140
D000787	D008790	0.000000	0.347036	0.216994	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D000787->D017202->D014652->D002318->*C0000000*<-D008790<-D011412<-D000605<-D000438<-D009930
D002386	D009270	0.000000	0.410315	0.254243	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D002386->D007905->D005128->*C0000000*<-D009270<-D009019<-D006576<-D006571
D001507	D004110	0.298002	0.543598	0.301792	0.316871	0.200000	0.041180	0.666667	D045506	D045506	D045506	D045506=D001507->D000893->*D045506*<-D004110<-D002317
D011595	D009020	0.000000	0.376914	0.233630	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D011595->D011596->D019954->D001520->*C0000000*<-D009020<-D009019<-D006576<-D006571
D000857	D001044	0.463597	0.543598	0.410628	0.607731	0.200000	0.067707	0.666667	D009461	D009461	D009461	D009461=D000857->D012678->*D009461*<-D001044<-D014832
D012798	D002230	0.000000	0.410315	0.213478	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D012798->D012466->D009059->D009057->*C0000000*<-D002230<-D006834<-D009930
D010959	D013300	0.881195	0.688457	0.682045	0.904205	0.333333	0.233963	0.888889	D010960|D005343	D010960	D010960	D010960=D010959->*D010960*<-D013300|D005343=D010959->*D005343*<-D013300
C081643	C081309	0.733824	0.688457	0.445149	0.672502	0.333333	0.079273	0.833333	D013777	D013777	D013777	D013777=C081643->*D013777*<-C081309
D002389	D009270	0.000000	0.410315	0.226788	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D002389->D019954->D001520->*C0000000*<-D009270<-D009019<-D006576<-D006571
D018771	D000082	0.000000	0.376914	0.229859	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D018771->D007592->D009140->*C0000000*<-D000082<-D058633<-D045505<-D020228<-D020164
D001764	D053206	0.000000	0.376914	0.216341	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D001764->D005141->D005128->*C0000000*<-D053206<-D004775<-D001526<-D001519<-D001520
D008581	D006261	0.486372	0.491896	0.360141	0.479455	0.166667	0.053760	0.444444	D009422	D009422	D009422	D009422=D008581->D002493->*D009422*<-D006261<-D010146<-D009461
D005905	C089730	0.512721	0.448182	0.317229	0.373526	0.142857	0.044189	0.500000	D013457	D013457	D013457	D013457=D005905->D013453->D013450->*D013457*<-C089730<-D045162<-D013844
D004433	D006311	0.717605	0.688457	0.524907	0.751540	0.333333	0.114122	0.750000	D004427	D004427	D004427	D004427=D004433->*D004427*<-D006311
D019851	D006469	0.000000	0.448182	0.223254	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=D019851->D006402->D006425->*C0000000*<-D006469<-D008171<-D012140
D006356	D004884	0.605881	0.688457	0.586456	0.841683	0.333333	0.151178	0.800000	D012817	D012817	D012817	D012817=D006356->*D012817*<-D004884
D009765	C055122	0.000000	0.410315	0.215936	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D009765->D044343->D009748->D009750->*C0000000*<-C055122<-D007783<-D009930
D005913	D007052	0.299495	0.410315	0.301942	0.317649	0.125000	0.041209	0.533333	D045505|D020228|D009930	D009930	D045505	D045505=D005913->D007004->*D045505*<-D007052<-D018712<-D000700<-D018689<-D018373|D009930=D005913->D013453->D014508->*D009930*<-D007052<-D010666<-D000146<-D002264|D020228=D005913->D007004->D045505->*D020228*<-D007052<-D000894<-D018501<-D045506
D050197	D007251	0.000000	0.376914	0.214140	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D050197->D001161->D001157->D014652->D002318->*C0000000*<-D007251<-D012141<-D012140
D006970	D012913	0.463531	0.376914	0.384963	0.553826	0.111111	0.060216	0.428571	D012816	D012816	D012816	D012816=D006970->D020919->D020920->D012893->D009461->*D012816*<-D012913<-D012135<-D012818
D005414	D006209	0.627620	0.688457	0.586456	0.841683	0.333333	0.151178	0.800000	D012817	D012817	D012817	D012817=D005414->*D012817*<-D006209
D052878	D000686	0.000000	0.410315	0.228896	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D052878->D014570->D052801->*C0000000*<-D000686<-D057165<-D008659<-D009750
D000212	D017374	0.311070	0.376914	0.311582	0.327064	0.111111	0.043064	0.500000	D045506	D045506	D045506	D045506=D000212->D000998->D000890->*D045506*<-D017374<-D018687<-D000928<-D011619<-D002491
D005483	C011819	0.000000	0.410315	0.214742	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D005483->D012816->D013568->*C0000000*<-C011819<-D005296<-D058085<-D007287
D006432	D001168	0.000000	0.376914	0.235923	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D006432->D008664->D008661->D030342->D009358->*C0000000*<-D001168<-D007592<-D009140
D012585	D007052	0.000000	0.320008	0.220785	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=D012585->D009437->D010146->D009461->D009422->*C0000000*<-D007052<-D010666<-D000146<-D002264<-D009930
D001991	D011014	0.781593	0.688457	0.617180	0.857157	0.333333	0.173960	0.800000	D012141	D012141	D012141	D012141=D001991->*D012141*<-D011014
D002177	D008775	0.000000	0.376914	0.229373	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D002177->D009181->D001423->*C0000000*<-D008775<-D018696<-D020011<-D020313<-D020164
D004077	D004110	0.484725	0.606877	0.373217	0.494200	0.250000	0.057069	0.769231	D002317	D002317	D002317	D002317=D004077->D002316->*D002317*<-D004110
D000525	D008140	0.717493	0.688457	0.548107	0.802108	0.333333	0.126882	0.888889	D014151|D018757|D006993	D014151	D014151	D018757=D000525->*D018757*<-D008140|D006993=D000525->*D006993*<-D008140|D014151=D000525->*D014151*<-D008140
D004417	D008775	0.000000	0.376914	0.221321	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D004417->D012120->D012140->*C0000000*<-D008775<-D018696<-D020011<-D020313<-D020164
D007037	D003128	0.000000	0.376914	0.225291	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D007037->D013959->D004700->*C0000000*<-D003128<-D014474<-D003244<-D019954<-D001520
D013923	D003872	0.000000	0.410315	0.239891	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D013923->D016769->D014652->D002318->*C0000000*<-D003872<-D012871<-D017437
D010195	D005414	0.000000	0.410315	0.218888	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D010195->D010182->D004066->*C0000000*<-D005414<-D012817<-D012816<-D013568
D004827	D002220	0.000000	0.376914	0.241865	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D004827->D001927->D002493->D009422->*C0000000*<-D002220<-D003984<-D006575<-D006571
D012216	D007319	0.000000	0.410315	0.229141	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D012216->D009140->*C0000000*<-D007319<-D020919<-D020920<-D012893<-D001523
D012216	D011239	0.000000	0.410315	0.254911	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D012216->D009140->*C0000000*<-D011239<-D000893<-D045506<-D020228<-D020164
D006261	D005996	0.000000	0.410315	0.217204	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D006261->D010146->D009461->D009422->*C0000000*<-D005996<-D009574<-D009930
D006469	D014859	0.000000	0.376914	0.217047	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=D006469->D008171->D012140->*C0000000*<-D014859<-D012378<-D010575<-D004786<-D020164
D010024	C073008	0.000000	0.347036	0.223114	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D010024->D001851->D001847->D009140->*C0000000*<-C073008<-D012968<-D004164<-D009943<-D009930
D000787	D010959	0.000000	0.410315	0.219563	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D000787->D017202->D014652->D002318->*C0000000*<-D010959<-D001779<-D001685
D004244	D005221	0.489539	0.543598	0.385348	0.554287	0.200000	0.060321	0.600000	D012816	D012816	D012816	D012816=D004244->D012678->D009461->*D012816*<-D005221
D001259	D003248	0.509454	0.491896	0.421577	0.597521	0.166667	0.071179	0.545455	D012816	D012816	D012816	D012816=D001259->D020820->D009461->*D012816*<-D003248<-D012817
D009181	D003048	0.000000	0.491896	0.247333	0.000000	0.166667	0.000000	0.285714	C0000000	C0000000	C0000000	C0000000=D009181->D001423->*C0000000*<-D003048<-D011528<-D010272
D003000	D008790	0.822209	0.688457	0.555128	0.802742	0.333333	0.131019	0.875000	D000959|D013565	D013565	D013565	D000959=D003000->*D000959*<-D008790|D013565=D003000->*D013565*<-D008790
D017706	D017257	0.732978	0.688457	0.598102	0.849897	0.333333	0.159440	0.875000	D000806|D000959	D000806	D000806	D000959=D017706->*D000959*<-D017257|D000806=D017706->*D000806*<-D017257
D001064	D002437	0.000000	0.347036	0.214546	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D001064->D059413->D007239->D001423->*C0000000*<-D002437<-D002511<-D013843<-D013457<-D009930
D002443	D002440	0.489854	0.688457	0.361693	0.506023	0.333333	0.054143	0.857143	D000900	D000900	D000900	D000900=D002443->*D000900*<-D002440
D006261	D000082	0.000000	0.347036	0.229897	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=D006261->D010146->D009461->D009422->*C0000000*<-D000082<-D058633<-D045505<-D020228<-D020164
C055162	D014859	0.563859	0.491896	0.356772	0.485404	0.166667	0.052939	0.666667	D006401	D006401	D006401	D006401=C055162->D013988->D005343->*D006401*<-D014859<-D000925
D005759	D004403	0.848791	0.803438	0.729383	0.924113	0.500000	0.290449	0.888889	D005759	D005759	D005759	D005759=D005759*<-D004403
D004827	D006529	0.000000	0.410315	0.240555	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=D004827->D001927->D002493->D009422->*C0000000*<-D006529<-D008107<-D004066
