Concept 1	Concept 2	LIN	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
C0009951	C0085208	0.000000	0.349966	0.227896	0.056480	0.090909	0.029061	0.285714	C1256741	C1256741	C1256741	C1256741=C0009951->C0036572->C0027854->C0027765->C0012674->*C1256741*<-C0085208<-C0033483<-C0022634<-C0029224<-C0007995
C0002962	C0028351	0.018893	0.349966	0.235324	0.058379	0.090909	0.030067	0.285714	C1256741	C1256741	C1256741	C1256741=C0002962->C0151744->C0018799->C0007222->C0012674->*C1256741*<-C0028351<-C0002530<-C0002508<-C0029224<-C0007995
C0027121	C0025815	0.016801	0.375804	0.244966	0.060936	0.100000	0.031426	0.307692	C1256741	C1256741	C1256741	C1256741=C0027121->C0026848->C0026857->C0012674->*C1256741*<-C0025815<-C0017710<-C0019932<-C0019934<-C0007995
C0003128	C0152149	0.000000	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0013456	C0002645	0.000000	0.349966	0.217164	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=C0013456->C0030193->C0027854->C0422837->*C0000000*<-C0002645<-C0279516<-C0003204<-C1258064<-C0600511<-C0600512
C0022116	C0995182	0.000000	0.000000	0.366293	0.000000	0.000000	0.000000	0.000000				
C0006277	C0298130	0.015029	0.375804	0.230217	0.057067	0.100000	0.029372	0.307692	C1256741	C1256741	C1256741	C1256741=C0006277->C0035243->C0035242->C0012674->*C1256741*<-C0298130<-C0595726<-C0019927<-C0019934<-C0007995
C0286651	C0024027	0.834221	0.702183	0.666803	0.895716	0.333333	0.217195	0.909091	C0003277|C0360714	C0360714	C0360714	C0003277=C0286651->*C0003277*<-C0024027|C0360714=C0286651->*C0360714*<-C0024027
C0032285	C1883552	0.000000	0.000000	0.375288	0.000000	0.000000	0.000000	0.000000				
C0037763	C0016860	0.000000	0.349966	0.221136	0.000000	0.090909	0.000000	0.166667	C0000000	C0000000	C0000000	C0000000=C0037763->C0752252->C0027854->C0422837->*C0000000*<-C0016860<-C0038703<-C0003204<-C1258064<-C0600511<-C0600512
C0040485	C0014806	0.000000	0.436295	0.236477	0.000000	0.125000	0.000000	0.222222	C0000000	C0000000	C0000000	C0000000=C0040485->C0949445->*C0000000*<-C0014806<-C0017173<-C1258064<-C0600511<-C0600512
C0011603	C0020517	0.314025	0.514281	0.375809	0.446347	0.166667	0.057239	0.545455	C0012674	C0012674	C0012674	C0012674=C0011603->C0037274->C0175166->*C0012674*<-C0020517<-C0021053
C0947651	C0022614	0.000000	0.000000	0.364859	0.000000	0.000000	0.000000	0.000000				
C0003850	C0022116	0.286503	0.436295	0.333167	0.396138	0.125000	0.047079	0.461538	C0012674	C0012674	C0012674	C0012674=C0003850->C0003838->C0042373->C0007222->*C0012674*<-C0022116<-C0030660<-C0039058
C0018995	C0032617	0.214251	0.375804	0.313173	0.373431	0.100000	0.042957	0.400000	C0012674	C0012674	C0012674	C0012674=C0018995->C0025534->C0025521->C0025517->C0028715->*C0012674*<-C0032617<-C0752303<-C0037088<-C0039058
C0025587	C0040460	0.544071	0.624196	0.657411	0.894179	0.250000	0.208045	0.857143	C0030193	C0030193	C0030193	C0030193=C0025587->*C0030193*<-C0040460<-C0015468
C0011175	C0038187	0.549883	0.472493	0.396055	0.583409	0.142857	0.062804	0.571429	C0028715	C0028715	C0028715	C0028715=C0011175->C0043065->C0025517->*C0028715*<-C0038187<-C0162429<-C0028709
C0009319	C0014544	0.285202	0.404365	0.368883	0.438050	0.111111	0.055451	0.428571	C0012674	C0012674	C0012674	C0012674=C0009319->C0017160->C0017178->C0012242->*C0012674*<-C0014544<-C0006111<-C0007682<-C0027765
C0011847	C0085602	0.000000	0.000000	0.359879	0.000000	0.000000	0.000000	0.000000				
C0162275	C0038187	0.000000	0.404365	0.393982	0.580944	0.111111	0.062211	0.500000	C0028715	C0028715	C0028715	C0028715=C0162275->C0022638->C0001122->C0001118->C0025517->*C0028715*<-C0038187<-C0162429<-C0028709
C0036572	C0042291	0.000000	0.404365	0.234139	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=C0036572->C0027854->C0422837->*C0000000*<-C0042291<-C0014432<-C1258062<-C0600511<-C0600512
C0018081	C0070166	0.000000	0.375804	0.214574	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=C0018081->C0036917->C0004623->C0004615->C0012674->C1256741->*C0000000*<-C0070166<-C0032177<-C0032188
C0301532	C0039840	0.000000	0.000000	0.385109	0.000000	0.000000	0.000000	0.000000				
C0020676	C1883552	0.000000	0.000000	0.375644	0.000000	0.000000	0.000000	0.000000				
C0039730	C0019045	0.962662	0.812098	0.899501	0.982610	0.500000	0.630930	0.923077	C0019045	C0019045	C0019045	C0019045=C0039730->*C0019045
C0206160	C0004057	0.000000	0.404365	0.225232	0.000000	0.111111	0.000000	0.200000	C0000000	C0000000	C0000000	C0000000=C0206160->C0037088->C0039058->C0012674->C1256741->*C0000000*<-C0004057<-C0032177<-C0032188
C0026946	C0079083	0.017807	0.404365	0.266486	0.067040	0.111111	0.034683	0.333333	C1256741	C1256741	C1256741	C1256741=C0026946->C0004615->C0012674->*C1256741*<-C0079083<-C0029255<-C0029252<-C0029224<-C0007995
C0026946	C0025289	0.612504	0.624196	0.511442	0.723320	0.250000	0.106571	0.727273	C0004615	C0004615	C0004615	C0004615=C0026946->*C0004615*<-C0025289<-C0007684
C0030232	C0060277	0.011336	0.349966	0.229370	0.056852	0.090909	0.029258	0.285714	C1256741	C1256741	C1256741	C1256741=C0030232->C0037285->C0037088->C0039058->C0012674->*C1256741*<-C0060277<-C0015889<-C0684279<-C0021521<-C0007995
C0332566	C0332573	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000				
C0018834	C0020740	0.014280	0.326379	0.234740	0.058227	0.083333	0.029987	0.266667	C1256741	C1256741	C1256741	C1256741=C0018834->C0037089->C0037088->C0039058->C0012674->*C1256741*<-C0020740<-C0031497<-C0001131<-C0007066<-C0029224<-C0007995
C0995182	C0020264	0.000000	0.000000	0.365142	0.000000	0.000000	0.000000	0.000000				
C0009214	C0011816	0.831634	0.702183	0.545143	0.786387	0.333333	0.124370	0.888889	C0003449	C0003449	C0003449	C0003449=C0009214->*C0003449*<-C0011816
C0001047	C0001443	0.361553	0.472493	0.370283	0.400921	0.142857	0.055808	0.666667	C1258064	C1258064	C1258064	C1258064=C0001047->C0003451->C0003204->*C1258064*<-C0001443<-C0003195<-C0007220
C0086073	C0032950	0.000000	0.472493	0.328206	0.353253	0.142857	0.046021	0.666667	C1258064	C1258064	C1258064	C1258064=C0086073->C0012694->C0282556->C0282686->*C1258064*<-C0032950<-C0003209
C0037763	C0151818	0.000000	0.000000	0.366635	0.000000	0.000000	0.000000	0.000000				
C0011991	C0007537	0.015096	0.304681	0.229585	0.056906	0.076923	0.029287	0.250000	C0000000|C1256741	C1256741	C1256741	C0000000=C0011991->C0037089->C0037088->C0039058->C0012674->C1256741->*C0000000*<-C0007537<-C0279516<-C0003204<-C1258064<-C0600511<-C0600512|C1256741=C0011991->C0037089->C0037088->C0039058->C0012674->*C1256741*<-C0007537<-C0007716<-C2266959<-C0039858<-C0038776<-C0021521<-C0007995
C0007559	C0007561	0.510570	0.702183	0.372742	0.522710	0.333333	0.056441	0.888889	C0279516	C0279516	C0279516	C0279516=C0007559->*C0279516*<-C0007561
C0030193	C0026549	0.020374	0.375804	0.260718	0.065348	0.100000	0.033778	0.307692	C1256741	C1256741	C1256741	C1256741=C0030193->C0037088->C0039058->C0012674->*C1256741*<-C0026549<-C0026548<-C0019403<-C0019398<-C0007995
C0027358	C0015846	0.758928	0.563705	0.513885	0.737105	0.200000	0.107771	0.833333	C0002772|C0007680	C0002772	C0002772	C0007680=C0027358->C0027410->*C0007680*<-C0015846<-C0002904|C0002772=C0027358->C0026548->C0221793->*C0002772*<-C0015846
C0042384	C0018991	0.260806	0.436295	0.347822	0.413144	0.125000	0.050349	0.461538	C0012674	C0012674	C0012674	C0012674=C0042384->C0042373->C0007222->*C0012674*<-C0018991<-C0522224<-C0027854<-C0027765
C0009262	C0033209	0.808134	0.624196	0.540993	0.783804	0.250000	0.122027	0.842105	C0018100	C0018100	C0018100	C0018100=C0009262->*C0018100*<-C0033209<-C0041983
C0126174	C0216784	0.845237	0.702183	0.624270	0.868709	0.333333	0.178731	0.888889	C1449680|C0003364|C0039703	C1449680	C1449680	C0039703=C0126174->*C0039703*<-C0216784|C1449680=C0126174->*C1449680*<-C0216784|C0003364=C0126174->*C0003364*<-C0216784
C1623038	C0002871	0.000000	0.436295	0.344222	0.408940	0.125000	0.049525	0.461538	C0012674	C0012674	C0012674	C0012674=C1623038->C0016059->C0030660->C0039058->*C0012674*<-C0002871<-C0018939<-C0018981
C0055003	C0004899	0.012988	0.349966	0.225221	0.055811	0.090909	0.028707	0.285714	C1256741	C1256741	C1256741	C1256741=C0055003->C2266959->C0039858->C0038776->C0021521->C0007995->*C1256741*<-C0004899<-C0021267<-C0039426<-C1256750
C0037354	C0042214	0.900105	0.702183	0.697225	0.916464	0.333333	0.249688	0.857143	C0032870	C0032870	C0032870	C0032870=C0037354->*C0032870*<-C0042214
C0038187	C0152149	0.000000	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0031763	C0011603	0.000000	0.472493	0.247856	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=C0031763->*C0000000*<-C0011603<-C0037274<-C0175166<-C0012674<-C1256741
C0011777	C0246719	0.000000	0.472493	0.318015	0.342163	0.142857	0.043921	0.666667	C1258064	C1258064	C1258064	C1258064=C0011777->C0003209->*C1258064*<-C0246719<-C0140610<-C0006684<-C0007220
C0019158	C0000970	0.018359	0.349966	0.254680	0.063622	0.090909	0.032856	0.285714	C0000000|C1256741	C1256741	C1256741	C0000000=C0019158->C0023895->C0012242->C0012674->C1256741->*C0000000*<-C0000970<-C0003419<-C1258063<-C0600511<-C0600512|C1256741=C0019158->C0023895->C0012242->C0012674->*C1256741*<-C0000970<-C0003419<-C1258063<-C0600511<-C0600505<-C0007995
C0022116	C0013132	0.000000	0.000000	0.366293	0.000000	0.000000	0.000000	0.000000				
C0019270	C0013456	0.400966	0.514281	0.392023	0.536411	0.166667	0.061655	0.615385	C0039058	C0039058	C0039058	C0039058=C0019270->C0752135->*C0039058*<-C0013456<-C0030193<-C0037088
C0018021	C0011644	0.000000	0.472493	0.232125	0.000000	0.142857	0.000000	0.250000	C0000000	C0000000	C0000000	C0000000=C0018021->C0040128->C0014130->C0012674->C1256741->*C0000000*<-C0011644
C0004134	C0001962	0.019384	0.375804	0.288286	0.073824	0.100000	0.038327	0.307692	C0000000|C1256741	C1256741	C1256741	C0000000=C0004134->C0013384->C0027854->C0422837->*C0000000*<-C0001962<-C0001975<-C0029224<-C0007995<-C1256741|C1256741=C0004134->C0013384->C0027854->C0027765->C0012674->*C1256741*<-C0001962<-C0001975<-C0029224<-C0007995
C0043528	C0004576	0.619097	0.624196	0.470027	0.710313	0.250000	0.088148	0.727273	C0030499|C0003047	C0030499	C0030499	C0030499=C0043528->*C0030499*<-C0004576<-C0030500|C0003047=C0043528->*C0003047*<-C0004576<-C0030500
C0035508	C0034642	0.000000	0.702183	0.851952	0.973011	0.333333	0.507394	0.875000	C0035234	C0035234	C0035234	C0035234=C0035508->*C0035234*<-C0034642
C0557875	C0004147	0.000000	0.000000	0.361861	0.000000	0.000000	0.000000	0.000000				
C0004153	C0002962	0.570903	0.514281	0.442381	0.665304	0.166667	0.077659	0.666667	C0042373	C0042373	C0042373	C0042373=C0004153->C0003850->C0003838->*C0042373*<-C0002962<-C0151744
C0019158	C0018926	0.498744	0.514281	0.448208	0.662301	0.166667	0.079761	0.615385	C0012242	C0012242	C0012242	C0012242=C0019158->C0023895->*C0012242*<-C0018926<-C0017181<-C0017178
C0027358	C0026549	0.903731	0.702183	0.658286	0.874250	0.333333	0.208881	0.923077	C0026548	C0026548	C0026548	C0026548=C0027358->*C0026548*<-C0026549
C0011991	C0009262	0.017186	0.375804	0.242911	0.060382	0.100000	0.031131	0.307692	C1256741	C1256741	C1256741	C1256741=C0011991->C0037089->C0037088->C0039058->C0012674->*C1256741*<-C0009262<-C0002062<-C0019398<-C0007995
C0027121	C0026848	0.899842	0.812098	0.680128	0.886067	0.500000	0.230872	0.923077	C0026848	C0026848	C0026848	C0026848=C0027121->*C0026848
C0006277	C0023992	0.014847	0.375804	0.233799	0.057984	0.100000	0.029858	0.307692	C1256741	C1256741	C1256741	C1256741=C0006277->C0035243->C0035242->C0012674->*C1256741*<-C0023992<-C0031960<-C0019399<-C0019398<-C0007995
C0013428	C0008809	0.013218	0.304681	0.237728	0.059007	0.076923	0.030400	0.250000	C1256741	C1256741	C1256741	C1256741=C0013428->C0574785->C0752303->C0037088->C0039058->C0012674->*C1256741*<-C0008809<-C0003204<-C1258064<-C0600511<-C0600505<-C0007995
C0282386	C0536495	0.000000	0.563705	0.330677	0.423483	0.200000	0.046545	0.777778	C0003204	C0003204	C0003204	C0003204=C0282386->C0028902->C0003207->*C0003204*<-C0536495
C0034880	C0005740	0.013881	0.349966	0.252727	0.063073	0.090909	0.032563	0.285714	C1256741	C1256741	C1256741	C1256741=C0034880->C0260662->C0013447->C0029896->C0012674->*C1256741*<-C0005740<-C0017953<-C0017906<-C0007004<-C0007995
C0008168	C0007561	0.552601	0.702183	0.396936	0.552016	0.333333	0.063059	0.888889	C0279516	C0279516	C0279516	C0279516=C0008168->*C0279516*<-C0007561
C0007537	C0007557	0.468097	0.702183	0.365526	0.513969	0.333333	0.054605	0.888889	C0279516	C0279516	C0279516	C0279516=C0007537->*C0279516*<-C0007557
C0014806	C0023660	0.359383	0.514281	0.346242	0.373332	0.166667	0.049986	0.705882	C1258064	C1258064	C1258064	C1258064=C0014806->C0017173->*C1258064*<-C0023660<-C0003195<-C0007220
C0020676	C0021359	0.267808	0.472493	0.337990	0.401703	0.142857	0.048131	0.500000	C0012674	C0012674	C0012674	C0012674=C0020676->C0040128->C0014130->*C0012674*<-C0021359<-C0017412<-C1720894
C0081876	C0006681	0.354135	0.514281	0.310335	0.354164	0.166667	0.042402	0.705882	C1258062	C1258062	C1258062	C1258062=C0081876->C0358591->C0014432->*C1258062*<-C0006681<-C0003138
C0007398	C0023380	0.559831	0.702183	0.463370	0.699635	0.333333	0.085500	0.875000	C0525041	C0525041	C0525041	C0525041=C0007398->*C0525041*<-C0023380
C0036323	C0114873	0.014807	0.326379	0.240243	0.059670	0.083333	0.030753	0.266667	C1256741	C1256741	C1256741	C1256741=C0036323->C0040820->C0018889->C0030499->C0012674->*C1256741*<-C0114873<-C0032912<-C0034407<-C0019400<-C0019398<-C0007995
C0085602	C0032617	0.000000	0.624196	0.379884	0.548705	0.250000	0.058319	0.769231	C0037088	C0037088	C0037088	C0037088=C0085602->*C0037088*<-C0032617<-C0752303
C1623038	C0286651	0.000000	0.349966	0.225384	0.055852	0.090909	0.028728	0.285714	C1256741	C1256741	C1256741	C1256741=C1623038->C0016059->C0030660->C0039058->C0012674->*C1256741*<-C0286651<-C0019227<-C0015684<-C0023779<-C0007995
C0038450	C0037384	0.000000	0.702183	0.851952	0.973011	0.333333	0.507394	0.875000	C0035234	C0035234	C0035234	C0035234=C0038450->*C0035234*<-C0037384
C0004147	C0016860	0.484747	0.514281	0.350093	0.465396	0.166667	0.050876	0.736842	C0007220	C0007220	C0007220	C0007220=C0004147->C0003195->*C0007220*<-C0016860<-C0012798<-C1258001
C0242453	C0008809	0.013751	0.304681	0.237728	0.059007	0.076923	0.030400	0.250000	C1256741	C1256741	C1256741	C1256741=C0242453->C0574785->C0752303->C0037088->C0039058->C0012674->*C1256741*<-C0008809<-C0003204<-C1258064<-C0600511<-C0600505<-C0007995
C0011175	C0013369	0.235368	0.436295	0.319294	0.380318	0.125000	0.044179	0.461538	C0012674	C0012674	C0012674	C0012674=C0011175->C0030660->C0039058->*C0012674*<-C0013369<-C0017160<-C0017178<-C0012242
C0014025	C0065374	0.823599	0.702183	0.572727	0.822894	0.333333	0.141128	0.900000	C0003015|C0012512|C0003364	C0012512	C0003015	C0012512=C0014025->*C0012512*<-C0065374|C0003015=C0014025->*C0003015*<-C0065374|C0003364=C0014025->*C0003364*<-C0065374
C0235250	C0079083	0.000000	0.000000	0.389187	0.000000	0.000000	0.000000	0.000000				
C0206160	C0018926	0.385890	0.563705	0.377447	0.545766	0.200000	0.057671	0.714286	C0037088	C0037088	C0037088	C0037088=C0206160->*C0037088*<-C0018926<-C0042963<-C0037089
C0041948	C0751229	0.000000	0.000000	0.362477	0.000000	0.000000	0.000000	0.000000				
C0026848	C0234369	0.000000	0.000000	0.424846	0.000000	0.000000	0.000000	0.000000				
C0021359	C0232197	0.000000	0.000000	0.374555	0.000000	0.000000	0.000000	0.000000				
C0162275	C0021641	0.000000	0.284591	0.248307	0.061847	0.071429	0.031911	0.235294	C1256741	C1256741	C1256741	C1256741=C0162275->C0022638->C0001122->C0001118->C0025517->C0028715->C0012674->*C1256741*<-C0021641<-C0020616<-C1258063<-C0600511<-C0600505<-C0007995
C0005716	C0036572	0.233343	0.472493	0.329826	0.392303	0.142857	0.046364	0.500000	C0012674	C0012674	C0012674	C0012674=C0005716->C0026946->C0004615->*C0012674*<-C0036572<-C0027854<-C0027765
C0006840	C0392071	0.000000	0.000000	0.369461	0.000000	0.000000	0.000000	0.000000				
C0019134	C0033603	0.614631	0.514281	0.424262	0.578408	0.166667	0.071471	0.736842	C0018938|C1258062	C0018938	C0018938	C1258062=C0019134->C0016018->C1563784->*C1258062*<-C0033603<-C0019135|C0018938=C0019134->C0003280->*C0018938*<-C0033603<-C0019135<-C0009117
C0878544	C0034642	0.000000	0.404365	0.338538	0.402337	0.111111	0.048252	0.428571	C0012674	C0012674	C0012674	C0012674=C0878544->C0018799->C0007222->*C0012674*<-C0034642<-C0035234<-C0037090<-C0037088<-C0039058
C0026946	C0030193	0.323107	0.514281	0.366812	0.435579	0.166667	0.054927	0.545455	C0012674	C0012674	C0012674	C0012674=C0026946->C0004615->*C0012674*<-C0030193<-C0037088<-C0039058
C0033687	C0026196	0.015209	0.349966	0.229009	0.056761	0.090909	0.029210	0.285714	C1256741	C1256741	C1256741	C1256741=C0033687->C0752303->C0037088->C0039058->C0012674->*C1256741*<-C0026196<-C0031960<-C0019399<-C0019398<-C0007995
C0002962	C0013404	0.559802	0.514281	0.383243	0.552751	0.166667	0.059223	0.666667	C0037088	C0037088	C0037088	C0037088=C0002962->C0008031->C0030193->*C0037088*<-C0013404<-C0037090
C0004610	C0376288	0.000000	0.000000	0.361124	0.000000	0.000000	0.000000	0.000000				
C0242339	C0286651	0.016482	0.349966	0.239878	0.059573	0.090909	0.030701	0.285714	C1256741	C1256741	C1256741	C1256741=C0242339->C0154251->C0025517->C0028715->C0012674->*C1256741*<-C0286651<-C0019227<-C0015684<-C0023779<-C0007995
C0041948	C0013911	0.233328	0.349966	0.313775	0.374106	0.090909	0.043076	0.375000	C0012674	C0012674	C0012674	C0012674=C0041948->C0022658->C0042075->C1720894->*C0012674*<-C0013911<-C0043096<-C0005911<-C0005910<-C0037088<-C0039058
C0029456	C0878544	0.276448	0.436295	0.355097	0.421689	0.125000	0.052056	0.461538	C0012674	C0012674	C0012674	C0012674=C0029456->C0005944->C0005940->C0026857->*C0012674*<-C0878544<-C0018799<-C0007222
C0235250	C0027497	0.000000	0.000000	0.361861	0.000000	0.000000	0.000000	0.000000				
C0242723	C0858529	0.000000	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0442874	C0021641	0.000000	0.000000	0.404024	0.000000	0.000000	0.000000	0.000000				
C0036494	C0149651	0.000000	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0060277	C0060277	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	C0060277	C0060277	C0060277	C0060277=C0060277
C0858529	C0023992	0.000000	0.000000	0.365754	0.000000	0.000000	0.000000	0.000000				
C0035435	C0000970	0.018496	0.375804	0.257783	0.064503	0.100000	0.033327	0.307692	C0000000|C1256741	C1256741	C1256741	C0000000=C0035435->C0026857->C0012674->C1256741->*C0000000*<-C0000970<-C0003419<-C1258063<-C0600511<-C0600512|C1256741=C0035435->C0026857->C0012674->*C1256741*<-C0000970<-C0003419<-C1258063<-C0600511<-C0600505<-C0007995
C0006309	C0043528	0.494217	0.563705	0.416125	0.618415	0.200000	0.068855	0.666667	C0004615	C0004615	C0004615	C0004615=C0006309->C0085423->C0004623->*C0004615*<-C0043528
C0004147	C0025859	0.900784	0.702183	0.607670	0.855021	0.333333	0.165638	0.916667	C0039051|C0033442|C0304516|C1563753|C0003195|C0003364	C0304516	C0304516	C0039051=C0004147->*C0039051*<-C0025859|C0003195=C0004147->*C0003195*<-C0025859|C0033442=C0004147->*C0033442*<-C0025859|C0304516=C0004147->*C0304516*<-C0025859|C1563753=C0004147->*C1563753*<-C0025859|C0003364=C0004147->*C0003364*<-C0025859
C0013911	C0006625	0.993397	0.812098	0.999696	0.999961	0.500000	0.998607	0.969697	C0013911	C0013911	C0013911	C0013911=C0013911*<-C0006625
C0003564	C0152149	0.000000	0.000000	0.361124	0.000000	0.000000	0.000000	0.000000				
C0038187	C0003123	0.222972	0.404365	0.311098	0.371110	0.111111	0.042550	0.428571	C0012674	C0012674	C0012674	C0012674=C0038187->C0162429->C0028709->C0028715->*C0012674*<-C0003123<-C0037089<-C0037088<-C0039058
C0005747	C0043031	0.014493	0.349966	0.233716	0.057963	0.090909	0.029846	0.285714	C1256741	C1256741	C1256741	C1256741=C0005747->C0015423->C0015397->C0012674->*C1256741*<-C0043031<-C0035805<-C0031253<-C1256754<-C0600505<-C0007995
C0002680	C0002645	0.951788	0.812098	0.811298	0.958278	0.500000	0.421147	0.965517	C0002680	C0002680	C0002680	C0002680=C0002680*<-C0002645
C0002962	C0011991	0.592546	0.514281	0.387980	0.558452	0.166667	0.060523	0.666667	C0037088	C0037088	C0037088	C0037088=C0002962->C0008031->C0030193->*C0037088*<-C0011991<-C0037089
C0016860	C0024730	0.803018	0.624196	0.513200	0.752293	0.250000	0.107434	0.857143	C0012798	C0012798	C0012798	C0012798=C0016860->*C0012798*<-C0024730<-C0012800
C0041948	C0553735	0.000000	0.000000	0.362477	0.000000	0.000000	0.000000	0.000000				
C0021167	C0016860	0.000000	0.000000	0.366015	0.000000	0.000000	0.000000	0.000000				
C0040038	C0019134	0.018449	0.349966	0.257443	0.064406	0.090909	0.033275	0.285714	C1256741	C1256741	C1256741	C1256741=C0040038->C0085307->C0042373->C0007222->C0012674->*C1256741*<-C0019134<-C0017973<-C0032594<-C0007004<-C0007995
C0015300	C0242453	0.208629	0.404365	0.317523	0.378320	0.111111	0.043822	0.428571	C0012674	C0012674	C0012674	C0012674=C0015300->C0029182->C0015397->*C0012674*<-C0242453<-C0574785<-C0752303<-C0037088<-C0039058
C0041948	C0004057	0.000000	0.375804	0.227848	0.000000	0.100000	0.000000	0.181818	C0000000	C0000000	C0000000	C0000000=C0041948->C0022658->C0042075->C1720894->C0012674->C1256741->*C0000000*<-C0004057<-C0032177<-C0032188
C0006982	C0018242	0.120985	0.436295	0.244563	0.099390	0.125000	0.031368	0.461538	C0007995	C0007995	C0007995	C0007995=C0006982->C0020233->C0029224->*C0007995*<-C0018242<-C0005068<-C0019400<-C0019398
C0020517	C0004899	0.016561	0.436295	0.247793	0.061706	0.125000	0.031835	0.363636	C1256741	C1256741	C1256741	C1256741=C0020517->C0021053->C0012674->*C1256741*<-C0004899<-C0021267<-C0039426<-C1256750
C0019270	C0018021	0.267240	0.472493	0.353752	0.420104	0.142857	0.051736	0.500000	C0012674	C0012674	C0012674	C0012674=C0019270->C0752135->C0039058->*C0012674*<-C0018021<-C0040128<-C0014130
C0011175	C0039070	0.423598	0.404365	0.368313	0.507625	0.111111	0.055307	0.500000	C0039058	C0039058	C0039058	C0039058=C0011175->C0030660->*C0039058*<-C0039070<-C0041657<-C0009792<-C0525041<-C0027854<-C0037088
C0231851	C0032617	0.000000	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0003864	C0035435	0.759654	0.624196	0.448180	0.626092	0.250000	0.079751	0.727273	C0026857	C0026857	C0026857	C0026857=C0003864->C0022408->*C0026857*<-C0035435
C0021359	C0003128	0.608514	0.563705	0.524129	0.772743	0.200000	0.112951	0.750000	C0017411	C0017411	C0017411	C0017411=C0021359->*C0017411*<-C0003128<-C0029928<-C0001576
C0006277	C0073992	0.015197	0.326379	0.229823	0.056967	0.083333	0.029319	0.266667	C1256741	C1256741	C1256741	C1256741=C0006277->C0035243->C0035242->C0012674->*C1256741*<-C0073992<-C0001927<-C0014983<-C0002530<-C0002508<-C0029224<-C0007995
C0026946	C0019655	0.832955	0.812098	0.667714	0.889310	0.500000	0.218104	0.909091	C0026946	C0026946	C0026946	C0026946=C0026946*<-C0019655
C0086543	C0011847	0.000000	0.000000	0.404154	0.000000	0.000000	0.000000	0.000000				
C1257763	C0162429	0.907715	0.702183	0.722122	0.918244	0.333333	0.279865	0.833333	C0028709	C0028709	C0028709	C0028709=C1257763->*C0028709*<-C0162429
C0009951	C0014544	0.000000	0.702183	0.621741	0.851168	0.333333	0.176671	0.875000	C0014544	C0014544	C0014544	C0014544=C0009951->C0036572->*C0014544
C0010520	C0016410	0.015937	0.375804	0.251110	0.062622	0.100000	0.032323	0.307692	C1256741	C1256741	C1256741	C1256741=C0010520->C0037088->C0039058->C0012674->*C1256741*<-C0016410<-C0033992<-C1571592<-C0005515<-C0007995
C0021359	C0005747	0.228316	0.472493	0.326857	0.388908	0.142857	0.045737	0.500000	C0012674	C0012674	C0012674	C0012674=C0021359->C0017412->C1720894->*C0012674*<-C0005747<-C0015423<-C0015397
C0442874	C0011847	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000				
C0014806	C0002144	0.524038	0.624196	0.394157	0.513670	0.250000	0.062261	0.823529	C0014432	C0014432	C0014432	C0014432=C0014806->C0033671->*C0014432*<-C0002144
C0018834	C0081876	0.013254	0.326379	0.225810	0.055958	0.083333	0.028784	0.266667	C1256741	C1256741	C1256741	C1256741=C0018834->C0037089->C0037088->C0039058->C0012674->*C1256741*<-C0081876<-C1721069<-C0038771<-C0038776<-C0021521<-C0007995
C0030232	C1883552	0.000000	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0231451	C0017245	0.000000	0.000000	0.370631	0.000000	0.000000	0.000000	0.000000				
C1883552	C0030552	0.000000	0.000000	0.369461	0.000000	0.000000	0.000000	0.000000				
C0020676	C0040165	0.018156	0.375804	0.253631	0.063326	0.100000	0.032699	0.307692	C1256741	C1256741	C1256741	C1256741=C0020676->C0040128->C0014130->C0012674->*C1256741*<-C0040165<-C0040135<-C0019932<-C0019934<-C0007995
C0239779	C0221169	0.000000	0.000000	0.357654	0.000000	0.000000	0.000000	0.000000				
C0015300	C0040165	0.017731	0.375804	0.249195	0.062091	0.100000	0.032041	0.307692	C1256741	C1256741	C1256741	C1256741=C0015300->C0029182->C0015397->C0012674->*C1256741*<-C0040165<-C0040135<-C0019932<-C0019934<-C0007995
C0021359	C0003128	0.608514	0.563705	0.524129	0.772743	0.200000	0.112951	0.750000	C0017411	C0017411	C0017411	C0017411=C0021359->*C0017411*<-C0003128<-C0029928<-C0001576
C0012833	C0042571	0.547583	0.624196	0.415941	0.611438	0.250000	0.068797	0.800000	C0027854	C0027854	C0027854	C0027854=C0012833->C0036659->*C0027854*<-C0042571
